RowIndex,Old_Total,New_Total,Old_ObjectNames,New_ObjectNames,Old_Makers,New_Makers,Old_Organisations/Institutions,New_Organisations/Institutions,Old_Dates,New_Dates,Old_Places,New_Places,Old_Descriptions,New_Descriptions,Old_Other,New_Other,Unique_to_Old,Unique_to_New
10,10,14,1,1,1,2,1,2,3,3,0,0,4,3,1,3,"{""object_names"": [""NEWTON 10-IN. INDUCTION COIL""], ""makers"": [], ""organisations/institutions"": [], ""dates"": [""1899"", ""1900"", ""1921""], ""places"": [], ""descriptions"": [""induction coil used in 1899 by Senatore Marconi"", ""improvements contained in his Patent No. 7777 of 1900"", ""employed by him in 1921 in the later development of the directive \""beam\"" system"", ""earliest experiments on a practical scale in this research being made by him in 1895""], ""other"": [""Inv. 1924-495""]}","{""object_names"": [], ""makers"": [""Marconi Company"", ""Newton & Co.""], ""organisations/institutions"": [""LLM-LINKED"", ""Science Museum Group"", ""1923-434 collection""], ""dates"": [""1898-88""], ""places"": [], ""descriptions"": [""part of the same 1923-434 collection"", ""a \""10-inch Apps-Newton induction coil\"" is listed under co32331"", ""different provenance""], ""other"": [""co35265"", ""co32331"", ""Described as being used by Marconi in 1899 and lent by the Marconi Company""]}"
11,8,9,1,1,1,1,1,1,1,2,1,1,3,1,1,2,"{""object_names"": [""EARLY WIRELESS TRANSMITTING KEY""], ""makers"": [""Senatore Marconi""], ""organisations/institutions"": [], ""dates"": [""1924""], ""places"": [""Poole""], ""descriptions"": [""this key was the first to be specially designed for wireless work"", ""superseded the naval type of \""Masthead\"" key previously used"", ""used this key in all his experiments leading up to his \""7777\"" patent for tuned apparatus""], ""other"": [""Inv. 1924-507""]}","{""object_names"": [], ""makers"": [], ""organisations/institutions"": [""Science Museum Group""], ""dates"": [""1898"", ""1902""], ""places"": [""The Haven""], ""descriptions"": [""Described as being used by Marconi in his experiments at \""The Haven\""""], ""other"": [""LLM-LINKED"", ""co35265 (Accession 1923-434)"", ""Other items from this accession are explicitly linked to this group""]}"
12,8,7,1,1,0,0,1,1,2,2,0,0,3,1,1,2,"{""object_names"": [""GRASSHOPPER""], ""makers"": [], ""organisations/institutions"": [""Marconi's Wireless Telegraph Company""], ""dates"": [""1899""], ""places"": [], ""descriptions"": [""had a screened terminal with a lead-covered wire aerial lead to the receiver."", ""The terminal at the end of the ebonite rod was connected with the aerial by means of a flexible lead."", ""While transmitting with this key, the aerial was disconnected from the receiver, but when transmission was finished the key arm fell back and connected the aerial with the receiver.""], ""other"": [""Inv. 1924-505""]}","{""object_names"": [], ""makers"": [], ""organisations/institutions"": [""Marconi Company""], ""dates"": [""1898\u20131902""], ""places"": [], ""descriptions"": [""This key, used in 1899 and lent by the Marconi Company, is part of the same 1923-434 accession found under co35265, which encompasses the apparatus from 1898\u20131902""], ""other"": [""LLM-LINKED"", ""1923-434"", ""co35265""]}"
13,10,10,2,2,1,1,1,2,1,1,0,0,4,2,1,2,"{""object_names"": [""TRAY WITH SIX LEYDEN JARS FOR TUNE \""A.\""""], ""makers"": [""Marconi's Wireless Telegraph Company""], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""These Leyden jars were used in the earlier experiments with tuned transmitters."", ""The outsides of the jars were all connected together, and the three insides on either side were in parallel, the resultant capacity being that of 1 1/2 jars."", ""The actual tray here shown was used in the first Tune \""A\"" design of 60 metres wave-length."", ""When this wave-length was standardized by the Company in 1901 the tray was lined with zinc, thus automatically connecting all the outside coatings of the jars together.""], ""other"": [""Inv. 1924-506""]}","{""object_names"": [""tray""], ""makers"": [""Marconi Company""], ""organisations/institutions"": [""Science Museum Group""], ""dates"": [], ""places"": [], ""descriptions"": [""As part of the experimental tuned transmitter apparatus lent by the Marconi Company, this tray belongs to the collection recorded under co35265."", ""While a single Marconi Leyden jar is listed under co6909 (Accession 1982-1258), the tray of six associated with the 1901 \""Tune A\"" experiments corresponds to the 1923-434 group.""], ""other"": [""LLM-LINKED"", ""co35265"", ""co6909"", ""1982-1258"", ""1923-434""]}"
14,15,9,3,1,1,1,1,1,3,1,0,0,5,3,2,2,"{""object_names"": [""TUNE \""A\"" RECEIVING JIGGER"", ""Type No. 306"", ""No. 343"", ""No. 268""], ""makers"": [], ""organisations/institutions"": [""Marconi's Wireless Telegraph Company""], ""dates"": [""1898"", ""1900"", ""about 300 metres""], ""places"": [], ""descriptions"": [""oscillation transformer"", ""coupled-circuit receiver"", ""standardized in 1900 for use with the first commercial tuned apparatus working on a wave-length of 60 metres"", ""signifying that in the experimental investigations carried out to determine the best types of receiving transformer, the one finally adopted for Tune \""A\"" stood 306th on the experimental list"", ""standardized for Tune \""B\"" (about 300 metres)"", ""standardized for \""plain aerial\"" working""], ""other"": [""Inv. 1924-496"", ""Senatore Marconi""]}","{""object_names"": [""Receiving 'jigger'""], ""makers"": [], ""organisations/institutions"": [""Marconi Company""], ""dates"": [""1898""], ""places"": [], ""descriptions"": [""These objects are explicitly identified as \""Receiving 'jigger' used by the Marconi Company, 1898\"""", ""The descriptions match the user's query regarding the introduction of the jigger in 1898 and its use by the Marconi Company.""], ""other"": [""LLM-LINKED"", ""accession (1923-434)"", ""group record co35265""]}"
15,9,9,1,0,1,0,1,1,1,2,2,2,3,2,1,2,"{""object_names"": [""\""LONG TOM\"" AERIAL TUNING INDUCTANCE""], ""makers"": [""Marconi's Wireless Telegraph Company""], ""organisations/institutions"": [""Marconi Company""], ""dates"": [""1924-510""], ""places"": [""Needles (Isle of Wight)""], ""descriptions"": [""This inductance was used by the Marconi Company in the experiments between the \""Haven\"" and Needles (Isle of Wight) stations"", ""which were the first pair of stations to make use of the \""7777\"" patent.""], ""other"": [""\""7777\"" patent""]}","{""object_names"": [], ""makers"": [], ""organisations/institutions"": [""Science Museum Group""], ""dates"": [""1898 and 1902"", ""1923-434""], ""places"": [""Haven""], ""descriptions"": [""LLM-LINKED This object corresponds to the \""Items of wireless telegraphy apparatus used by the Marconi Company 1898 and 1902\"" recorded under the group number co35265 (Accession 1923-434)."", ""While not individually listed by name in the provided text, it is part of the experimental apparatus from the \""Haven\"" and Needles experiments included in this collection.""], ""other"": [""co35265"", ""Accession 1923-434""]}"
16,12,5,1,2,1,1,1,1,1,0,0,0,7,1,1,0,"{""object_names"": [""COHERER RECEIVER FOR WIRELESS TELEGRAPHY""], ""makers"": [""Marconi Company""], ""organisations/institutions"": [""H.M. Postmaster-General""], ""dates"": [""1913-209""], ""places"": [], ""descriptions"": [""early form of coherer-receiver"", ""sensitive metal filings coherer with an electro-magnetic tapper"", ""part of a circuit containing a local battery and a sensitive telegraphic relay"", ""electro-magnetic waves energise the transformer, or \""jigger\"""", ""metal particles cohere, causing the resistance of the tube to fall from a high value to a lower one, depending upon the strength of the received signals"", ""current of the order of one milliampere flows from a single cell, operating the relay, causing current from several other dry cells to operate the tapper and morse inker"", ""signal is thus recorded, and the tapper decoheres the tube, restoring it to a condition of high resistance""], ""other"": [""Inv.""]}","{""object_names"": [""Marconi's Coherer Receiver for Wireless Telegraphy"", ""Radio Communication receiver"", ""receiver""], ""makers"": [""Marconi""], ""organisations/institutions"": [""Science Museum Group""], ""dates"": [], ""places"": [], ""descriptions"": [""(Damaged and incomplete)""], ""other"": []}"
17,10,8,2,2,1,0,1,1,1,1,1,1,2,2,2,1,"{""object_names"": [""ANTI-COHERER"", ""standard coherer receiver""], ""makers"": [""G. S. Kemp, Esq.""], ""organisations/institutions"": [""Italian Navy""], ""dates"": [], ""places"": [], ""descriptions"": [""constant variations in the capacity of the aerial wire used in the first transatlantic tests"", ""Senatore Marconi soon found that it was impossible to make use of his standard coherer receiver"", ""varios types of self-restoring coherers, and obtained signals with several, one of which is here shown""], ""other"": [""No. 16"", ""No. 8""]}","{""object_names"": [""'Italian Navy' detector, 1899-1901""], ""makers"": [], ""organisations/institutions"": [], ""dates"": [""1899-1901""], ""places"": [""Newfoundland""], ""descriptions"": [""carbon-mercury-iron semiconductor diode detector"", ""used by Marconi in Newfoundland to receive the first wireless communication across the Atlantic""], ""other"": [""LLM-LINKED""]}"
18,10,7,2,1,1,1,1,1,1,1,1,0,3,2,1,1,"{""object_names"": [""telephone receiver"", ""Collier-Marr telephones""], ""makers"": [""G. S. Kemp, Esq.""], ""organisations/institutions"": [""Telephone Section""], ""dates"": [""1924""], ""places"": [""transatlantic""], ""descriptions"": [""used in conjunction with the previous apparatus for detecting the first transatlantic wireless signals"", ""The magnet has an extra winding which was intended to strengthen it, and so increase the sensitivity"", ""This type of telephone receiver is described more fully in the Telephone Section.""], ""other"": [""wireless signals""]}","{""object_names"": [""Collier Marr receiver""], ""makers"": [], ""organisations/institutions"": [""Science Museum Group""], ""dates"": [""1923""], ""places"": [], ""descriptions"": [""The sources list a \""Collier Marr receiver (9)\"""", ""This matches the specific manufacturer name \""Collier-Marr\"" provided in the query.""], ""other"": [""LLM-LINKED"", ""accession number 1923-219""]}"
19,10,8,1,1,1,1,1,1,1,1,1,1,3,2,2,1,"{""object_names"": [], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""first type of adjustable condenser used for tuned receivers"", ""apparatus used at Newfoundland in 1901 consisted of a vertical wire about 400 ft. long, elevated by a kite"", ""An air-core transformer was inserted in the aerial circuit and tuned by means of this condenser""], ""other"": [""Inv. 1924-489"", ""Lent by Marconi's Wireless Telegraph Company""]}","{""object_names"": [], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""used for aerial tuning in Newfoundland, 1901"", ""used for tuning the aerial for the first wireless communication across the Atlantic""], ""other"": [""LLM-LINKED""]}"
20,28,5,2,1,1,0,2,1,5,0,0,0,15,2,3,1,"{""object_names"": [""thermionic tubes"", ""two-electrode thermionic valve""], ""makers"": [""Professor J. A. Fleming, F.R.S.""], ""organisations/institutions"": [""Edison"", ""T. A. Edison""], ""dates"": [""1883"", ""1904"", ""1889"", ""1899"", ""1922""], ""places"": [], ""descriptions"": [""original thermionic tubes which were made and used by Prof. Fleming in the experiments which led him from an investigation of the so-called Edison effect in 1883 to the invention in 1904 of the two-electrode thermionic valve"", ""precursors of other types, and with them have given rise to highly important developments in wireless telegraphy and telephony"", ""experimented with a glow lamp having a metal plate sealed into the exhausted bulb and a carbon filament rendered incandescent by a direct electric current"", ""discovered that if the metal plate was connected to the positive terminal of the filament by an external wire, a feeble electric current flowed through it, whereas hardly any current flowed when the plate was connected to the negative terminal"", ""gave no explanation of this effect"", ""assumed in 1889 that there was an emission of negatively electrified carbon atoms from the filament"", ""showed that they were particles of negative electricity, now called electrons"", ""projected at a high speed from the incandescent filament and attracted to a positively electrified metal plate sealed into the bulb"", ""now known as Thermionic Emission"", ""commenced a systematic investigation of the Edison effect, and constructed for this purpose the series of vacuous bulbs lettered A to I"", ""constructed in order to prove that thermionic emission takes place in the case of an incandescent platinum wire as well as in that of an incandescent carbon filament"", ""used to test how far from the filament the emitted particles could travel to a positively electrified metal plate, and whether they could travel round an elbow-tube or only in straight lines"", ""found that the thermionic current became weaker as the distance between the filament and plate (or \""anode\"") was increased"", ""used to investigate the emission from various parts of the filament, and it was shown to be prevented by enclosing the carbon filament in a glass tube"", ""provision was made for the interposition of a mica plate between the anode and filament in order to find out if the transfer of negative electricity was thereby stopped"", ""found that this was so"", ""samples of the two electrode thermionic valves which were the outcome of the foregoing experiments"", ""Electrons are evaporated from an incandescent carbon or tungsten filament and attracted to the anode which is positively charged by means of a battery"", ""allows negative electricity to pass in one direction, but not in the opposite, and it can therefore convert the high-frequency alternating current set up in a wireless receiver into a direct current (i.e., rectify it)"", ""sensitivity of the device is about the same as that of a crystal detector but it is completely stable in its action""], ""other"": [""S.M. 2189"", ""Inv. 1922-707"", ""Sir J. J. Thomson""]}","{""object_names"": [""Thermionic valves""], ""makers"": [], ""organisations/institutions"": [""Science Museum Group""], ""dates"": [], ""places"": [], ""descriptions"": [""Thirteen thermionic valves"", ""of the two-electrode type""], ""other"": [""Electronic Components""]}"
21,19,7,1,1,2,2,2,0,5,1,1,0,7,3,1,0,"{""object_names"": [], ""makers"": [], ""organisations/institutions"": [""The Institution of Electrical Engineers""], ""dates"": [""1838"", ""1852"", ""1879"", ""1884""], ""places"": [""Fermo""], ""descriptions"": [""This lightning protector, which was patented in 1866 by C. and S. A. Varley, is a duplicate of one shown in the telegraphy section."", ""It is repeated here because its action depends upon that coherence of semi-conducting powders which was afterwards utilised in the reception of Hertzian waves."", ""As early as 1838, Munck, of Rosenschild, noticed a diminution of resistance in tubes containing metallic filings or semi-conducting bodies, when traversed by electric currents."", ""He also ascertained that these powders regained their original resistance after having been subjected to some mechanical disturbance."", ""In 1852, the high resistance of uncohered metallic powder was again noticed by S. A. Varley, and four years later he detected a sudden fall in its resistance during a thunderstorm."", ""In the patent specification they observed that powdered conducting matter constitutes a poor conductor under low electro-motive forces, but that its conductivity is remarkably increased when it is subjected to high potentials."", ""The connection between these discoveries, together with those of Prof. Hughes in 1879, and Prof. Calzecchi-Onesti, of Fermo, in 1884, and the later history of the coherer is one of considerable interest.""], ""other"": [""Munck, of Rosenschild"", ""Prof. Hughes"", ""Prof. Calzecchi-Onesti""]}","{""object_names"": [], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""Telecommunications lightning protector; lightning protector""], ""other"": []}"
22,13,11,1,1,1,1,2,3,1,1,1,2,5,2,2,1,"{""object_names"": [""LODGE SPRING COHERER""], ""makers"": [""Mr. E. E. Robinson""], ""organisations/institutions"": [""Royal Institution""], ""dates"": [""1894""], ""places"": [""England""], ""descriptions"": [""This very early form of coherer was used by Sir Oliver Lodge in a number of his experiments with Hertzian waves."", ""In one such experiment exhibited before the Royal Institution in 1894, he sent and received signals over a distance of some twenty yards using the spherical oscillator shown at No. 4."", ""The coherer consists of a spiral of thin iron wire, mounted on an adjustable spindle, and an aluminium plate."", ""When the lever is moved clockwise the tip of the iron wire presses gently against the aluminium plate, whose end is bent at right angles and passed through into the hollow circular wooden box."", ""The device is similar in principle to Sir Oliver Lodge's spark-gap coherer of 1889. (See No. 5.)""], ""other"": [""Plate 2"", ""Inv. 1924-33, S.M. 2174""]}","{""object_names"": [""Spiral spring coherer""], ""makers"": [""E E Robinson""], ""organisations/institutions"": [""United Kingdom""], ""dates"": [""1890-1894""], ""places"": [""England""], ""descriptions"": [""Used by Oliver Lodge in his lecture before the Royal Institution on 1 June 1894 on \u2018The work of Hertz and his successors\u2019"", ""Radio Communication coherer; coherer""], ""other"": [""Lodge, Sir Oliver Joseph; Robinson, E.E.""]}"
