RowIndex,object_number,secondary_identifier,whole_or_part,item_count,collection,legal_status,object_name,description,location,hazards,makers_and_associated_people,place_made,date_made,materials,measurements,interpretation,interpretation_source,interpretation_date,harmful_language,outdated_language
10,10-IN.,1924-495,Whole,N/A,NEWTON,loaned,INDUCTION COIL,"This is the induction coil used in 1899 by Senatore Marconi in conjunction with the last exhibit in the experiments which led up to the improvements contained in his Patent No. 7777 of 1900. It is interesting to record that the same coil has since been employed by him in 1921 in the later development of the directive ""beam"" system, the earliest experiments on a practical scale in this research being made by him in 1895.",,,"[{'name': ""Marconi's Wireless Telegraph Company"", 'role': 'donor'}, {'name': 'Senatore Marconi', 'role': 'user'}]",,1899,,,"This is the induction coil used in 1899 by Senatore Marconi in conjunction with the last exhibit in the experiments which led up to the improvements contained in his Patent No. 7777 of 1900. It is interesting to record that the same coil has since been employed by him in 1921 in the later development of the directive ""beam"" system, the earliest experiments on a practical scale in this research being made by him in 1895.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
11,,1924-507,Whole,N/A,EARLY WIRELESS TRANSMITTING KEY,loaned,EARLY WIRELESS TRANSMITTING KEY,"This key was the first to be specially designed for wireless work, and superseded the naval type of ""Masthead"" key previously used. Senatore Marconi used this key in all his experiments at the ""Haven"" station, Poole, leading up to his ""7777"" patent for tuned apparatus.",,,"[{'name': ""Marconi's Wireless Telegraph Company"", 'role': 'lender'}, {'name': 'Senatore Marconi', 'role': 'user'}]","[{'place': 'Poole', 'role': 'used'}]",,,,"This key was the first to be specially designed for wireless work, and superseded the naval type of ""Masthead"" key previously used. Senatore Marconi used this key in all his experiments at the ""Haven"" station, Poole, leading up to his ""7777"" patent for tuned apparatus.",,1924-507,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
12,,1924-505,Whole,N/A,,loaned,GRASSHOPPER SEND-RECEIVE KEY,"The ""Grasshopper"" key, used in 1899, had a screened terminal with a lead-covered wire aerial lead to the receiver. The terminal at the end of the ebonite rod was connected with the aerial by means of a flexible lead. While transmitting with this key, the aerial was disconnected from the receiver, but when transmission was finished the key arm fell back and connected the aerial with the receiver.",,,"[{'name': ""Marconi's Wireless Telegraph Company"", 'role': 'donor'}]",,1899,ebonite; lead,,"The ""Grasshopper"" key, used in 1899, had a screened terminal with a lead-covered wire aerial lead to the receiver. The terminal at the end of the ebonite rod was connected with the aerial by means of a flexible lead. While transmitting with this key, the aerial was disconnected from the receiver, but when transmission was finished the key arm fell back and connected the aerial with the receiver.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
13,,1924-506,Whole,6,"TRAY WITH SIX LEYDEN JARS FOR TUNE ""A.""",loaned,"TRAY WITH SIX LEYDEN JARS FOR TUNE ""A.""","These Leyden jars were used in the earlier experiments with tuned transmitters. The outsides of the jars were all connected together, and the three insides on either side were in parallel, the resultant capacity being that of 1 1/2 jars. The actual tray here shown was used in the first Tune ""A"" design of 60 metres wave-length. When this wave-length was standardized by the Company in 1901 the tray was lined with zinc, thus automatically connecting all the outside coatings of the jars together.",,,"[{'name': ""Marconi's Wireless Telegraph Company"", 'role': 'Lender'}]",,,zinc,60 metres wave-length,"These Leyden jars were used in the earlier experiments with tuned transmitters. The outsides of the jars were all connected together, and the three insides on either side were in parallel, the resultant capacity being that of 1 1/2 jars. The actual tray here shown was used in the first Tune ""A"" design of 60 metres wave-length. When this wave-length was standardized by the Company in 1901 the tray was lined with zinc, thus automatically connecting all the outside coatings of the jars together.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
14,"TUNE ""A""",Inv. 1924-496,Whole,N/A,,loaned,RECEIVING JIGGER,"It was in 1898 that Senatore Marconi first introduced into his receiving arrangements a ""jigger,"" or oscillation transformer. In his previous work he had placed the receiving coherer directly in the aerial circuit, but since the coherer, like most forms of detector, is a potential-operated device, and since there is always an antinode of potential at the earthed end of an aerial system, the arrangement was not an efficient one. Marconi therefore adopted the plan of inserting in the aerial circuit the primary coil of a small air-core transformer, to the secondary terminals of which the coherer was connected, and thus produced the coupled-circuit receiver which is now so familiar. Several of the earliest types of ""jigger"" are shown under No. 8. The example here shown was standardized in 1900 for use with the first commercial tuned apparatus working on a wave-length of 60 metres (Tune ""A""). The instrument was known as Type No. 306, signifying that in the experimental investigations carried out to determine the best types of receiving transformer, the one finally adopted for Tune ""A"" stood 306th on the experimental list. No. 343 was standardized for Tune ""B"" (about 300 metres), and No. 268 for ""plain aerial"" working.",,,"[{'name': 'Marconi', 'role': 'associated person'}, {'name': 'Senatore Marconi', 'role': 'associated person'}]",,1900,,,"It was in 1898 that Senatore Marconi first introduced into his receiving arrangements a ""jigger,"" or oscillation transformer. In his previous work he had placed the receiving coherer directly in the aerial circuit, but since the coherer, like most forms of detector, is a potential-operated device, and since there is always an antinode of potential at the earthed end of an aerial system, the arrangement was not an efficient one. Marconi therefore adopted the plan of inserting in the aerial circuit the primary coil of a small air-core transformer, to the secondary terminals of which the coherer was connected, and thus produced the coupled-circuit receiver which is now so familiar. The example here shown was standardized in 1900 for use with the first commercial tuned apparatus working on a wave-length of 60 metres (Tune ""A""). The instrument was known as Type No. 306, signifying that in the experimental investigations carried out to determine the best types of receiving transformer, the one finally adopted for Tune ""A"" stood 306th on the experimental list. No. 343 was standardized for Tune ""B"" (about 300 metres), and No. 268 for ""plain aerial"" working.",,,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['jigger']}"
15,1924-510,,Whole,N/A,,loaned,"""LONG TOM"" AERIAL TUNING INDUCTANCE","This inductance was used by the Marconi Company in the experiments between the ""Haven"" and Needles (Isle of Wight) stations, which were the first pair of stations to make use of the ""7777"" patent.",,,"[{'name': ""Marconi's Wireless Telegraph Company"", 'role': 'lender'}, {'name': 'Marconi Company', 'role': 'user'}]",,,,,"This inductance was used in the experiments between the ""Haven"" and Needles (Isle of Wight) stations, which were the first pair of stations to make use of the ""7777"" patent.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
16,,1913-209,Whole,N/A,,donated,COHERER RECEIVER FOR WIRELESS TELEGRAPHY,"This early form of coherer-receiver was made and used by the Marconi Company. It consists of a sensitive metal filings coherer with an electro-magnetic tapper, and forms part of a circuit containing a local battery and a sensitive telegraphic relay. When electro-magnetic waves energise the transformer, or ""jigger,"" contained in the apparatus, the metal particles cohere, causing the resistance of the tube to fall from a high value to a lower one, depending upon the strength of the received signals. A current of the order of one milliampere flows from a single cell, operating the relay, causing current from several other dry cells to operate the tapper and morse inker. The signal is thus recorded, and the tapper decoheres the tube, restoring it to a condition of high resistance.",,,"[{'name': 'Marconi Company', 'role': 'maker'}, {'name': 'Marconi Company', 'role': 'user'}, {'name': 'H.M. Postmaster-General', 'role': 'donor'}]","[{'place': 'Marconi Company', 'role': 'made by'}, {'place': 'Marconi Company', 'role': 'used by'}]",,['metal filings'],[],This early form of coherer-receiver was used for wireless telegraphy.,,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
17,16,1924-491,Whole,N/A,ANTI-COHERER,donated,ANTI-COHERER,"Lent by G. S. Kemp, Esq. Owing to the constant variations in the capacity of the aerial wire used in the first transatlantic tests, Senatore Marconi soon found that it was impossible to make use of his standard coherer receiver (see No. 16). He accordingly tried varous types of self-restoring coherers, and obtained signals with several, one of which is here shown. The instrument is known as the ""Italian Navy"" coherer, and is described under No. 8. Inv. 1924-491.",,,"[{'name': 'G. S. Kemp', 'role': 'donor'}, {'name': 'Senatore Marconi', 'role': 'inventor'}]",[],,[],[],"Owing to the constant variations in the capacity of the aerial wire used in the first transatlantic tests, Senatore Marconi soon found that it was impossible to make use of his standard coherer receiver. He accordingly tried varous types of self-restoring coherers, and obtained signals with several, one of which is here shown. The instrument is known as the ""Italian Navy"" coherer, and is described under No. 8.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
18,,1924-492,Whole,N/A,COLLIER-MARR TELEPHONES,loaned,TELEPHONES,"This telephone receiver was used in conjunction with the previous apparatus for detecting the first transatlantic wireless signals. The magnet has an extra winding which was intended to strengthen it, and so increase the sensitivity. This type of telephone receiver is described more fully in the Telephone Section.",,,"[{'name': 'G. S. Kemp', 'role': 'lender'}]",,,,,"This telephone receiver was used in conjunction with the previous apparatus for detecting the first transatlantic wireless signals. The magnet has an extra winding which was intended to strengthen it, and so increase the sensitivity.",the Telephone Section,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
19,,1924-489,Whole,N/A,BILLI CONDENSER,loaned,BILLI CONDENSER,"This was the first type of adjustable condenser used for tuned receivers. The apparatus used at Newfoundland in 1901 consisted of a vertical wire about 400 ft. long, elevated by a kite. An air-core transformer was inserted in the aerial circuit and tuned by means of this condenser.",,,"[{'name': ""Marconi's Wireless Telegraph Company"", 'role': 'lender'}]","[{'place': 'Newfoundland', 'role': 'used'}]",1901,['air-core transformer'],['400 ft. long'],This was the first type of adjustable condenser used for tuned receivers.,,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
20,,"Inv. 1922-707, S.M. 2189",Whole,N/A,COLLECTION OF THERMIONIC VALVES (DIODES),donated,COLLECTION OF THERMIONIC VALVES (DIODES),"These are the original thermionic tubes which were made and used by Prof. Fleming in the experiments which led him from an investigation of the so-called Edison effect in 1883 to the invention in 1904 of the two-electrode thermionic valve. These valves were the precursors of other types, and with them have given rise to highly important developments in wireless telegraphy and telephony. In 1883 Mr. T. A. Edison experimented with a glow lamp having a metal plate sealed into the exhausted bulb and a carbon filament rendered incandescent by a direct electric current. He discovered that if the metal plate was connected to the positive terminal of the filament by an external wire, a feeble electric current flowed through it, whereas hardly any current flowed when the plate was connected to the negative terminal. Mr. Edison himself gave no explanation of this effect. It was assumed in 1889 that there was an emission of negatively electrified carbon atoms from the filament, but in 1899 Sir J. J. Thomson showed that they were particles of negative electricity, now called electrons. These are projected at a high speed from the incandescent filament and attracted to a positively electrified metal plate sealed into the bulb. The effect is now known as Thermionic Emission. In 1889 Prof. Fleming commenced a systematic investigation of the Edison effect, and constructed for this purpose the series of vacuous bulbs lettered A to I. Bulb C was constructed in order to prove that thermionic emission takes place in the case of an incandescent platinum wire as well as in that of an incandescent carbon filament. Bulbs D, E and F were used to test how far from the filament the emitted particles could travel to a positively electrified metal plate, and whether they could travel round an elbow-tube or only in straight lines. It was found that the thermionic current became weaker as the distance between the filament and plate (or ""anode"") was increased. Bulbs G and H were used to investigate the emission from various parts of the filament, and it was shown to be prevented by enclosing the carbon filament in a glass tube. In bulb I provision was made for the interposition of a mica plate between the anode and filament in order to find out if the transfer of negative electricity was thereby stopped. It was found that this was so. Bulbs J, K, L and M are samples of the two electrode thermionic valves which were the outcome of the foregoing experiments. Electrons are evaporated from an incandescent carbon or tungsten filament and attracted to the anode which is positively charged by means of a battery. The space between the filament and anode thus allows negative electricity to pass in one direction, but not in the opposite, and it can therefore convert the high-frequency alternating current set up in a wireless receiver into a direct current (i.e., rectify it). The sensitivity of the device is about the same as that of a crystal detector but it is completely stable in its action.",,,"[{'name': 'J. A. Fleming', 'role': 'Made and presented by'}, {'name': 'T. A. Edison', 'role': 'experimented with'}, {'name': 'J. J. Thomson', 'role': 'showed'}]",[],[],glass;mica;carbon;platinum;tungsten,,"These are the original thermionic tubes which were made and used by Prof. Fleming in the experiments which led him from an investigation of the so-called Edison effect in 1883 to the invention in 1904 of the two-electrode thermionic valve. These valves were the precursors of other types, and with them have given rise to highly important developments in wireless telegraphy and telephony. Mr. Edison himself gave no explanation of this effect. It was assumed in 1889 that there was an emission of negatively electrified carbon atoms from the filament, but in 1899 Sir J. J. Thomson showed that they were particles of negative electricity, now called electrons. These are projected at a high speed from the incandescent filament and attracted to a positively electrified metal plate sealed into the bulb. The effect is now known as Thermionic Emission. In 1889 Prof. Fleming commenced a systematic investigation of the Edison effect, and constructed for this purpose the series of vacuous bulbs lettered A to I. Bulb C was constructed in order to prove that thermionic emission takes place in the case of an incandescent platinum wire as well as in that of an incandescent carbon filament. Bulbs D, E and F were used to test how far from the filament the emitted particles could travel to a positively electrified metal plate, and whether they could travel round an elbow-tube or only in straight lines. It was found that the thermionic current became weaker as the distance between the filament and plate (or ""anode"") was increased. Bulbs G and H were used to investigate the emission from various parts of the filament, and it was shown to be prevented by enclosing the carbon filament in a glass tube. In bulb I provision was made for the interposition of a mica plate between the anode and filament in order to find out if the transfer of negative electricity was thereby stopped. It was found that this was so. Bulbs J, K, L and M are samples of the two electrode thermionic valves which were the outcome of the foregoing experiments. Electrons are evaporated from an incandescent carbon or tungsten filament and attracted to the anode which is positively charged by means of a battery. The space between the filament and anode thus allows negative electricity to pass in one direction, but not in the opposite, and it can therefore convert the high-frequency alternating current set up in a wireless receiver into a direct current (i.e., rectify it). The sensitivity of the device is about the same as that of a crystal detector but it is completely stable in its action.",,,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['wireless telegraphy']}"
