RowIndex,object_number,secondary_identifier,whole_or_part,item_count,collection,legal_status,object_name,description,location,hazards,makers_and_associated_people,place_made,date_made,materials,measurements,interpretation,interpretation_source,interpretation_date,harmful_language,outdated_language
10,1876-1351,S.M. 863,Whole,N/A,Watt Collection,,MODEL OF WATER-WHEEL,"This is an overshot wheel with the usual timber shaft, but on one side the wheel is provided with a toothed ring from which the power can be taken off at once at the highest speed, without transmission through the main gudgeon. The teeth are external to the rim; in later wheels internal teeth were adopted, and this constituted a still further improvement.",,,"[{'name': 'Watt', 'role': 'collection'}]",,1876,timber,,"This is an overshot wheel with the usual timber shaft, but on one side the wheel is provided with a toothed ring from which the power can be taken off at once at the highest speed, without transmission through the main gudgeon. The teeth are external to the rim; in later wheels internal teeth were adopted, and this constituted a still further improvement.",,1876,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
11,,"1888-238, 19,364",Whole,N/A,,loaned,MODEL OF BREAST WATER-WHEEL,"Scale 1: 12. In this type of wheel the water is laid on at about the level of the axis. The water acts by gravity, and the buckets are so shaped as to retain the water as long as possible during their descent. To ensure rapid filling and emptying, the buckets are ventilated, i.e., a narrow space is left between each on the inner side or sole. The construction of the wheel is wholly in iron ; wrought iron buckets are bolted between two cast-iron spiders with one or more intermediate cast-iron supports, according to the width. The power is taken off by spur gearing, made in segments, bolted to the rim, and is not transmitted through the axle, as in older practice, thus permitting considerable reduction in weight. The sluice gate is controlled by rack and pinion and hand gear. The efficiency of breast wheels is about 55 per cent. Inv. 1888-238, 19,364.",,,"[{'name': 'Whitmore & Binyon', 'role': 'lender'}]",,1888,iron;wrought iron;cast-iron,Scale 1: 12,"In this type of wheel the water is laid on at about the level of the axis. The water acts by gravity, and the buckets are so shaped as to retain the water as long as possible during their descent. To ensure rapid filling and emptying, the buckets are ventilated, i.e., a narrow space is left between each on the inner side or sole. The construction of the wheel is wholly in iron ; wrought iron buckets are bolted between two cast-iron spiders with one or more intermediate cast-iron supports, according to the width. The power is taken off by spur gearing, made in segments, bolted to the rim, and is not transmitted through the axle, as in older practice, thus permitting considerable reduction in weight. The sluice gate is controlled by rack and pinion and hand gear. The efficiency of breast wheels is about 55 per cent.",,1888,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
12,1891-109,"19,386",Whole,N/A,MODEL OF PONCELET'S WATER-WHEEL,,MODEL OF PONCELET'S WATER-WHEEL,"(Scale 1: 10.) Made by MM. Regnard Frères. 1891. Smeaton improved the undershot wheel, but it was Gen. J. V. Poncelet who, in 1824, brought it to the high state of efficiency illustrated by the model. The characteristic features of his design are the backwardly curved floats and the absence of a sole plate. The water is projected on to the wheel buckets tangentially, at the periphery, through a sluice inclined at an angle varying between 40° and 60° to the horizontal, according to the diameter of the wheel and to the effective head of water. The sluice gate is operated by a hand-wheel, spur gear and rack. The buckets are proportioned so that the water enters without shock, with the velocity due to the head, and flows up the vanes, until brought to rest by gravity, when it falls, exerting downward pressure. The water is discharged from the floats with but little remaining forward velocity. In wheels of this type, however the power produced by the weight of the water is negligible compared with that due to its momentum. The floats are inclined on the upstream side about 30°, and the radius of the bucket is usually one-eighth the diameter of the wheel. Owing to its slow speed and cumbersome gearing the Poncelet wheel has been displaced by the low-fall turbine. The effective head of water should not exceed 5.5 ft. ; the maximum efficiency is 65 per cent.",,,"[{'name': 'Regnard Frères', 'role': 'maker'}, {'name': 'Smeaton', 'role': 'improver'}, {'name': 'J. V. Poncelet', 'role': 'designer'}]",,1891,,"['Scale 1: 10', '40°', '60°', '5.5 ft.', '65 per cent.']","Smeaton improved the undershot wheel, but it was Gen. J. V. Poncelet who, in 1824, brought it to the high state of efficiency illustrated by the model. The characteristic features of his design are the backwardly curved floats and the absence of a sole plate. The water is projected on to the wheel buckets tangentially, at the periphery, through a sluice inclined at an angle varying between 40° and 60° to the horizontal, according to the diameter of the wheel and to the effective head of water. The sluice gate is operated by a hand-wheel, spur gear and rack. The buckets are proportioned so that the water enters without shock, with the velocity due to the head, and flows up the vanes, until brought to rest by gravity, when it falls, exerting downward pressure. The water is discharged from the floats with but little remaining forward velocity. In wheels of this type, however the power produced by the weight of the water is negligible compared with that due to its momentum. The floats are inclined on the upstream side about 30°, and the radius of the bucket is usually one-eighth the diameter of the wheel. Owing to its slow speed and cumbersome gearing the Poncelet wheel has been displaced by the low-fall turbine.",,,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['Gen.']}"
13,1857-225,,Whole,N/A,,,MODEL OF HIGH BREAST WATER-WHEEL,"This arrangement was adopted at Wheal Friendship, near Tavistock, for mine drainage. The power of the wheel was transmitted through cranks at 180°, and therefore counterbalanced, to two lengths of horizontal rods coupled to bell-crank levers at the pits, where six plunger pumps were worked. Balance bobs arranged in pits behind the wheel were used to compensate the weight of the pump rods. The wheel was 51 ft. diam. by 10 ft. face and had 180 buckets built of wrought iron. The axle was a hollow iron casting with flanged ends, but the arms were of wood. The wheel made 5 revs. per min. In 1841 it was reported to have given an overall efficiency of 69 per cent.",,,[],['Tavistock'],1841,"['wrought iron', 'iron', 'wood']","['51 ft. diam.', '10 ft. face']","['This arrangement was adopted at Wheal Friendship, near Tavistock, for mine drainage.', 'The power of the wheel was transmitted through cranks at 180°, and therefore counterbalanced, to two lengths of horizontal rods coupled to bell-crank levers at the pits, where six plunger pumps were worked.', 'Balance bobs arranged in pits behind the wheel were used to compensate the weight of the pump rods.', 'In 1841 it was reported to have given an overall efficiency of 69 per cent.']","['Proc. Inst. Civ. Eng., 1842, ii, 97']",1857,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
14,,1857-224,Whole,N/A,,,,also boarded. Water was laid on at 20° from the summit; the normal speed was 4 revs. per min. This wheel was broken up when the mine was abandoned in 1902. The overall efficiency of the high breast wheel is about 60 per cent.,,,[],[],,[],"['20°', '4 revs. per min.']",['The overall efficiency of the high breast wheel is about 60 per cent.'],"['Mining Journal, 1860, XXX, 518.']",1860,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
15,1890-69,"19,362",Whole,N/A,MODEL OF PELTON OR “ HURDY-GURDY ” WATER-WHEEL,loaned,MODEL OF PELTON OR “ HURDY-GURDY ” WATER-WHEEL,"This is a form of impulse turbine much used in mining districts and other situations in which a considerable head is available, as its high speed and great power render it a most convenient motor, while its extreme simplicity minimises the risk of failure. The early form of the machine consisted of a wheel having radial floats or paddles projecting from the upon which a rapid stream of water was directed by a shoot; reversal or stop of water in such cases were both effected by moving the shoot—the supply generally far exceeding the power required. Wheels with concave vanes were in use before the year 1737, and Poncelet in 1827 proved their superiority over those with flat vanes, but it was considerably later that in the mining districts of California the practical development of this important form of turbine was chiefly effected. The original “ miner’s wheels ” there employed were shrouded and had vanes made as triangular prisms; they had an efficiency of about 40 per cent., but were subsequently improved by the adoption of cup-shaped vanes. In 1874, however, Mr. J. Moore improved these vanes by forming them with a central wedge-shaped ridge which split the jet, while in 1878 Mr. L. A. Pelton independently arrived at this double construction of cup, and to him the commercial introduction and development of the Pelton wheel is chiefly due. The model has a central wheel of cast iron, to the rim of which are secured twenty-eight double buckets of gunmetal 2.3 in. wide, the over-all diameter of the revolving parts being 20 in. The shaft is carried in three bearings, near the central one of which a screen or partition would be fitted to prevent water splashing upon the belt pulley by which the power obtained is transmitted. The supply water, which is usually brought through light pipes of sheet steel is, after passing through a sluice valve, led by a conical pipe to a removable discharge nozzle, so that by changing the nozzle the load on the wheel may be altered without seriously reducing the efficiency of the motor. Each bucket or cup consists of two semi-cylindrical portions, uniting in a central ridge which divides the entering water jet, so that each half slides round the inside of its cup and has its motion reversed before escaping at the opposite edge* by running the wheel at a circumferential speed slightly less than half the velocity with which the water issues from the nozzle; the whole of the energy being completely transferred from the cups, dead water is discharged from the wheel. To facilitate the escape of the dead water from the wheel, the buckets are given a forward inclination; the wheel must in all cases be above the level of the tail race. (* See Engineering, 1920, CIX., p. 851.) Inv.",,,"[{'name': 'Sandycroft Foundry and Engine Works Co.', 'role': 'lender'}, {'name': 'Poncelet', 'role': 'inventor'}, {'name': 'J. Moore', 'role': 'improver'}, {'name': 'L. A. Pelton', 'role': 'developer'}]","['mining districts', 'California']",before 1737,cast iron;gunmetal;sheet steel,2.3 in. wide;20 in.,"This is a form of impulse turbine much used in mining districts and other situations in which a considerable head is available, as its high speed and great power render it a most convenient motor, while its extreme simplicity minimises the risk of failure. The early form of the machine consisted of a wheel having radial floats or paddles projecting from the upon which a rapid stream of water was directed by a shoot; reversal or stop of water in such cases were both effected by moving the shoot—the supply generally far exceeding the power required. Wheels with concave vanes were in use before the year 1737, and Poncelet in 1827 proved their superiority over those with flat vanes, but it was considerably later that in the mining districts of California the practical development of this important form of turbine was chiefly effected. The original “ miner’s wheels ” there employed were shrouded and had vanes made as triangular prisms; they had an efficiency of about 40 per cent., but were subsequently improved by the adoption of cup-shaped vanes. In 1874, however, Mr. J. Moore improved these vanes by forming them with a central wedge-shaped ridge which split the jet, while in 1878 Mr. L. A. Pelton independently arrived at this double construction of cup, and to him the commercial introduction and development of the Pelton wheel is chiefly due. The model has a central wheel of cast iron, to the rim of which are secured twenty-eight double buckets of gunmetal 2.3 in. wide, the over-all diameter of the revolving parts being 20 in. The shaft is carried in three bearings, near the central one of which a screen or partition would be fitted to prevent water splashing upon the belt pulley by which the power obtained is transmitted. The supply water, which is usually brought through light pipes of sheet steel is, after passing through a sluice valve, led by a conical pipe to a removable discharge nozzle, so that by changing the nozzle the load on the wheel may be altered without seriously reducing the efficiency of the motor. Each bucket or cup consists of two semi-cylindrical portions, uniting in a central ridge which divides the entering water jet, so that each half slides round the inside of its cup and has its motion reversed before escaping at the opposite edge* by running the wheel at a circumferential speed slightly less than half the velocity with which the water issues from the nozzle; the whole of the energy being completely transferred from the cups, dead water is discharged from the wheel. To facilitate the escape of the dead water from the wheel, the buckets are given a forward inclination; the wheel must in all cases be above the level of the tail race.",Engineering,1890,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
16,,1903-23,Whole,N/A,,,The wheel,"The wheel is 8.25 in. pitch diameter and develops 9.25 brake h.p. under 90 lb. pressure per sq. in. at a speed of 1,300 r.p.m. at the maximum efficiency of 80 per cent. Similar wheels have been worked at pressures varying from 50 to 2,000 lb. per sq. in.",,,[],[],,[],"['8.25 in. pitch diameter', '9.25 brake h.p.', '90 lb. pressure per sq. in.', '1,300 r.p.m.', '80 per cent.', '50 to 2,000 lb. per sq. in.']","Similar wheels have been worked at pressures varying from 50 to 2,000 lb. per sq. in.",,,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['h.p.']}"
17,1903-183,,Whole,N/A,,donated,PHOTOGRAPH OF MULTIPLE NOZZLE PELTON WHEEL,"When speed requirements call for a wheel of small diameter in which it is not possible to obtain sufficient power with one nozzle, two or more nozzles may be used. The jets of water are caused to impinge on the same wheel without conflict so that there is no appreciable loss of efficiency. To obtain high efficiency when there is a fluctuating supply of water, one, or two nozzles only may be employed at a time. The photograph shows a wheel with three nozzles made in 1902 for driving mining machinery; a feature is the low head of water under which the wheel is operating. The runner is of steel plate secured to the shaft by a cast-iron coupling. The buckets of bronze, 16 in number, are bolted to the rim, their interior surfaces being ground and polished to minimize friction losses. The supply pipe, 24 in. diam., terminates in a chamber to which are bolted three curved pipes, each fitted with a bronze nozzle independently controlled by a gate valve. The shaft runs in ring-oiled bearings mounted on cast-iron A-frames bolted to the bedplate, and to the steel plate splash housing. The power is taken off by a belt. The wheel is 5 ft. pitch diam., and under a head of 60 ft. develops 50 brake h.p. at a speed of 135 r.p.m. The efficiency varied from 75 to 80 per cent. according as one, two or three nozzles were used. In modern practice not more than two nozzles are employed on one wheel; if more power is required two runners are mounted on the same shaft.",,,"[{'name': 'P. Pitman', 'role': 'donor'}]",[],['1902'],"['steel', 'cast-iron', 'bronze']","['24 in. diam.', '16 in number', '5 ft. pitch diam.', '60 ft.', '50 brake h.p.', '135 r.p.m.', '75 to 80 per cent.']","['When speed requirements call for a wheel of small diameter in which it is not possible to obtain sufficient power with one nozzle, two or more nozzles may be used. The jets of water are caused to impinge on the same wheel without conflict so that there is no appreciable loss of efficiency. To obtain high efficiency when there is a fluctuating supply of water, one, or two nozzles only may be employed at a time.', 'a feature is the low head of water under which the wheel is operating.', 'their interior surfaces being ground and polished to minimize friction losses.', 'The power is taken off by a belt.', 'In modern practice not more than two nozzles are employed on one wheel; if more power is required two runners are mounted on the same shaft.']",[],['1903'],"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
18,,"1913-466, S.M. 350-351",Whole,N/A,,,Relief valve and servomotor mechanism,"opened. A sudden closing of the nozzles, and consequent lifting of the cylinder, will raise the valve and thus open the relief valve, while the loose-fitting piston will afterwards allow the valve rod, which is weighted, to fall slowly, and cause the relief valve to close again. The servomotor is mounted on the top of a large tank base, which serves as an oil reservoir, and the pressure is obtained by means of a rotary pump driven by a belt from the turbine shaft; a hand-pump is provided for use when starting. The turbine develops 194 h.p. at 600 r.p.m., using 424 cub. ft. of water per min., under a head of 302 ft. It has an efficiency of over 80 per cent. over a wide range of load. In later practice the nozzle tip is made a fixture and the governor operates a ""cut-off"" which instantly interposes a deflector between the nozzle and the wheel while slowly advancing the needle till the size of the jet corresponds to the load; the deflector is then brought back to its initial position. This slow movement is vital to obviate any dangerous rise of pressure in the pipe line.",,,"[{'name': None, 'role': 'governor'}]",,,"['oil', 'water']","['194 h.p.', '600 r.p.m.', '424 cub. ft.', '302 ft.', 'over 80 per cent.']","The servomotor is mounted on the top of a large tank base, which serves as an oil reservoir, and the pressure is obtained by means of a rotary pump driven by a belt from the turbine shaft; a hand-pump is provided for use when starting. The turbine develops 194 h.p. at 600 r.p.m., using 424 cub. ft. of water per min., under a head of 302 ft. It has an efficiency of over 80 per cent. over a wide range of load. In later practice the nozzle tip is made a fixture and the governor operates a ""cut-off"" which instantly interposes a deflector between the nozzle and the wheel while slowly advancing the needle till the size of the jet corresponds to the load; the deflector is then brought back to its initial position. This slow movement is vital to obviate any dangerous rise of pressure in the pipe line.",,,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['h.p.']}"
19,,"1913-466, S.M. 350-351",Whole,N/A,,,Relief valve and servomotor mechanism of a turbine,"opened. A sudden closing of the nozzles, and consequent lifting of the cylinder, will raise the valve and thus open the relief valve, while the loose-fitting piston will afterwards allow the valve rod, which is weighted, to fall slowly, and cause the relief valve to close again. The servomotor is mounted on the top of a large tank base, which serves as an oil reservoir, and the pressure is obtained by means of a rotary pump driven by a belt from the turbine shaft; a hand-pump is provided for use when starting. The turbine develops 194 h.p. at 600 r.p.m., using 424 cub. ft. of water per min., under a head of 302 ft. It has an efficiency of over 80 per cent. over a wide range of load. In later practice the nozzle tip is made a fixture and the governor operates a ""cut-off"" which instantly interposes a deflector between the nozzle and the wheel while slowly advancing the needle till the size of the jet corresponds to the load; the deflector is then brought back to its initial position. This slow movement is vital to obviate any dangerous rise of pressure in the pipe line.",,,[],,,['oil'],"['194 h.p.', '600 r.p.m.', '424 cub. ft. of water per min.', '302 ft.']","The servomotor is mounted on the top of a large tank base, which serves as an oil reservoir, and the pressure is obtained by means of a rotary pump driven by a belt from the turbine shaft; a hand-pump is provided for use when starting. The turbine develops 194 h.p. at 600 r.p.m., using 424 cub. ft. of water per min., under a head of 302 ft. It has an efficiency of over 80 per cent. over a wide range of load. In later practice the nozzle tip is made a fixture and the governor operates a ""cut-off"" which instantly interposes a deflector between the nozzle and the wheel while slowly advancing the needle till the size of the jet corresponds to the load; the deflector is then brought back to its initial position. This slow movement is vital to obviate any dangerous rise of pressure in the pipe line.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
20,,1923-648 & 1924-94,Part,N/A,,donated,PHOTOGRAPH OF IMPROVED PELTON WHEEL BUCKET,"The photograph shows an improved form of bucket, applicable to impulse water-wheels of the Pelton type, in which the dividing wedge or ""splitter"" is curved in a radial direction with a view of prolonging the time of effective action, i.e., when the bucket is in the best position with its face at right angles to the impinging jet. The buckets shown were fitted to a turbine consisting of two wheels of 4.75 ft. diam., working under a head of 1,010 ft., running at a speed of 450 r.p.m., and developing 1,540 brake h.p. In the adjacent drawing, the plan shows the general lay-out of the bucket, and the sections on lines C D and A B the geometrical construction.",,,"[{'name': 'P. Pitman', 'role': 'donor'}]",,,,"4.75 ft. diam.; 1,010 ft. head; 450 r.p.m. speed; 1,540 brake h.p.","An improved form of bucket, applicable to impulse water-wheels of the Pelton type, in which the dividing wedge or ""splitter"" is curved in a radial direction with a view of prolonging the time of effective action, i.e., when the bucket is in the best position with its face at right angles to the impinging jet.","Engineering, CIX, 851",1923,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
21,,1923-648 & 1924-94,Part,N/A,,donated,PHOTOGRAPH OF IMPROVED PELTON WHEEL BUCKET,"The photograph shows an improved form of bucket, applicable to impulse water-wheels of the Pelton type, in which the dividing wedge or ""splitter"" is curved in a radial direction with a view of prolonging the time of effective action, i.e., when the bucket is in the best position with its face at right angles to the impinging jet. The buckets shown were fitted to a turbine consisting of two wheels of 4.75 ft. diam., working under a head of 1,010 ft., running at a speed of 450 r.p.m., and developing 1,540 brake h.p. In the adjacent drawing, the plan shows the general lay-out of the bucket, and the sections on lines C D and A B the geometrical construction.",,,"[{'name': 'P. Pitman', 'role': 'donor'}]",,,,"['4.75 ft. diam.', '1,010 ft.', '450 r.p.m.', '1,540 brake h.p.']","The photograph shows an improved form of bucket, applicable to impulse water-wheels of the Pelton type, in which the dividing wedge or ""splitter"" is curved in a radial direction with a view of prolonging the time of effective action, i.e., when the bucket is in the best position with its face at right angles to the impinging jet.","['Engineering,"" CIX, 851']",1923,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
