RowIndex,object_number,secondary_identifier,whole_or_part,item_count,collection,legal_status,object_name,description,location,hazards,makers_and_associated_people,place_made,date_made,materials,measurements,interpretation,interpretation_source,interpretation_date,harmful_language,outdated_language
44,,"1887-215-233, 1887-259",Part,N/A,SPECIMENS OF BASIC STEEL,loaned,SPECIMENS OF BASIC STEEL,"These are a number of specimens of steel produced by the basic or open-hearth process, consisting of various sections.",,,"[{'name': 'Percy Gilchrist', 'role': 'donor'}]",[],,['steel'],[],These are a number of specimens of steel produced by the basic or open-hearth process.,,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
45,,"1887-215-233, 1887-259",Whole,N/A,SPECIMENS OF BASIC STEEL,loaned,SPECIMENS OF BASIC STEEL,"These are a number of specimens of steel produced by the basic or open-hearth process, consisting of various sections.",,,"[{'name': 'Percy Gilchrist', 'role': 'donor'}]",,,['steel'],,Specimens of steel produced by the basic or open-hearth process.,,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
46,,1912-374,Whole,N/A,,donated,MODEL OF WELLMAN OPEN-HEARTH STEEL MELTING FURNACE,"This furnace is an example of a tilting furnace, built on rockers, so that the hearth section of the furnace can be tilted to enable the charge of finished steel to be poured direct into the ladle. The furnace is mounted on rockers, and can be tilted to any required angle for pouring by a vertical hydraulic ram on the tapping side. When the basic process is in operation, the furnace offers the advantage of enabling a highly phosphoric or siliceous slag to be poured off during the operation. The pouring hole, being above the level of the metal, is not rammed up in the usual manner, but is closed loosely with sand, so that hard taps are avoided, and the metal can be poured directly it is ready.",,,"[{'name': 'Wellman, Seaver & Head, Ltd.', 'role': 'presenter'}]",,,['steel'],['Scale 1 : 24.'],"This furnace is an example of a tilting furnace, built on rockers, so that the hearth section of the furnace can be tilted to enable the charge of finished steel to be poured direct into the ladle. The furnace is mounted on rockers, and can be tilted to any required angle for pouring by a vertical hydraulic ram on the tapping side. When the basic process is in operation, the furnace offers the advantage of enabling a highly phosphoric or siliceous slag to be poured off during the operation. The pouring hole, being above the level of the metal, is not rammed up in the usual manner, but is closed loosely with sand, so that hard taps are avoided, and the metal can be poured directly it is ready.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
47,,1912-375,Whole,N/A,,donated,MODEL OF FURNACE CHARGING MACHINE,"This represents a machine for charging open-hearth furnaces; it was patented in this country in 1890 and 1896 by Messrs. S. T. & C. H. Wellman, and has since been extended in its application. It is of the “high ground” type, i.e., it is arranged above the ordinary charging level, but low ground and overhead types are also made. The charge of pig iron and scrap is loaded in special charging boxes, three at a time, on bogies, which are pushed along rails on the charging platform immediately in front of the furnaces. The machine consists of a built-up steel carriage capable of travelling on rails parallel with those for the bogies. The carriage supports overhead rails at right angles to these, and along them moves a truck whence is suspended on trunnions a charging arm, which is capable of motion through a vertical arc by cranks and connecting rods at the rear, where the operator’s platform is situated. To prevent running back, this motion is fitted with a magnetic brake of the multiple disc type. The end of the arm is squared to enter a slot in the end of the charging box, where it is locked by a rod passing up the centre of the arm. The arm is tilted and the whole machine travels along till it is opposite the door of the furnace to be charged (as shown). The arm is then traversed by the truck until the box is over the desired part of the bed. The forward part of the arm is turned by spur gearing till the box is emptied, and the latter is withdrawn and replaced on the bogie. The cycle of operations takes ½ to 1 min. Separate series-wound electric motors, with reduction spur gearing, are provided for (i) travelling the machine, (ii) traversing, (iii) tilting it, (iv) turning the arm; these, with the locking rod lever, are under the control of one man. The controllers are of the Dinkey type. The current is collected by sliding contacts from overhead conductors. The machine represented is capable of charging a 50-ton furnace in 22 mins., a saving in time as compared with hand labour of about 15 per cent., while operating costs are also reduced.",,,"[{'name': 'Wellman, Seaver & Head, Ltd.', 'role': 'presenter'}, {'name': 'S. T. & C. H. Wellman', 'role': 'inventor'}]",[],1890 and 1896,['steel'],['Scale 1:18'],"['This represents a machine for charging open-hearth furnaces.', 'it has since been extended in its application.', 'It is of the “high ground” type, i.e., it is arranged above the ordinary charging level, but low ground and overhead types are also made.', 'The machine represented is capable of charging a 50-ton furnace in 22 mins., a saving in time as compared with hand labour of about 15 per cent., while operating costs are also reduced.']",[],,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
48,,1908-176,Whole,N/A,MODEL OF CONTINUOUS OPEN-HEARTH FURNACE,loaned,MODEL OF CONTINUOUS OPEN-HEARTH FURNACE,"MODEL OF CONTINUOUS OPEN-HEARTH FURNACE. (Scale 1:24.) Lent by the Talbot Continuous Steel Process, Ltd. This modification of the open-hearth steel process for increasing the rapidity of production was introduced in 1889 by Mr. B. Talbot, at Pencoyd, U.S.A. The differences between this process and the ordinary one are: the use of fluid pig iron to save time and to avoid lowering the temperature; the oxidation of the metalloids entirely by oxide of iron instead of by the latter and air conjointly, thereby increasing the yield by about 5 per cent.; the maintenance of a large reserve of heat by tapping out a portion only of the charge at one time. A basic lining and a tilting hearth of the Wellman type are found to be most suitable for the process. The hearth portion is built up of steel framing enclosing the brickwork; there are three rockers which each rest on two rollers. The whole is fixed to the frame and three rockers which each rest on two rollers. The whole is mounted on trunnions, the tilting is effected by two hydraulic cylinders on the tapping side, mounted on trunnions, the rams being attached to the top front edge; the tapping platforms are also hung by rods from this edge and move with it. To allow for this tilting, the frames enclosing the brickwork of the blocks, through which come the air and gas ports, have a slight motion vertically and horizontally by means of hydraulic cylinders. The furnace has five charging doors and a Wellman charging machine is provided for the solid material. The overhead crane on this side lifts the ladle of fluid metal brought from the mixer or direct from the blast furnace or cupola; the overhead crane on the tapping side takes the ladle of steel to the required place over the track on which are the bogies supporting the ingot moulds. During Sunday the furnace is charged with molten iron and steel, and this charge is worked down in the same way as in the fixed furnace. When ready, the furnace is tilted and one-fourth to one-third of the charge is tapped, the addition of ferro-manganese being made as usual, but the slag is not run off. The necessary lime and iron ore are added and with the slag already present form a highly oxidising body. A quantity of molten iron, equal to that of the steel just tapped, is poured into the bath and an immediate reaction occurs with evolution on the surface of CO, which burns with an intense flame; during this period, and also during tapping, the gas supply is shut off. After this characteristic “boiling” has gone on for about 15 min. part of the slag, now nearly deprived of iron oxides, is tapped off and the bath worked down with the help of fresh lime and ore. A like quantity of steel is tapped and the tap-hole and bottom repaired. This cycle is repeated during the rest of the week, the bath being emptied only on Saturday; in some works a charge is left in over the week-end. The furnace shown is of 200 tons capacity; about 30 charges are obtained in the week.",,,"[{'name': 'B. Talbot', 'role': 'introducer'}, {'name': 'Talbot Continuous Steel Process, Ltd.', 'role': 'lender'}, {'name': 'Wellman', 'role': 'associated with type'}]","[{'place': 'Pencoyd, U.S.A.', 'role': 'introduced'}]",1889,steel; brickwork; fluid pig iron; oxide of iron; ferro-manganese; lime; iron ore,Scale 1:24; 200 tons capacity,"This modification of the open-hearth steel process for increasing the rapidity of production was introduced in 1889 by Mr. B. Talbot, at Pencoyd, U.S.A. The differences between this process and the ordinary one are: the use of fluid pig iron to save time and to avoid lowering the temperature; the oxidation of the metalloids entirely by oxide of iron instead of by the latter and air conjointly, thereby increasing the yield by about 5 per cent.; the maintenance of a large reserve of heat by tapping out a portion only of the charge at one time. A basic lining and a tilting hearth of the Wellman type are found to be most suitable for the process. The hearth portion is built up of steel framing enclosing the brickwork; there are three rockers which each rest on two rollers. The whole is fixed to the frame and three rockers which each rest on two rollers. The whole is mounted on trunnions, the tilting is effected by two hydraulic cylinders on the tapping side, mounted on trunnions, the rams being attached to the top front edge; the tapping platforms are also hung by rods from this edge and move with it. To allow for this tilting, the frames enclosing the brickwork of the blocks, through which come the air and gas ports, have a slight motion vertically and horizontally by means of hydraulic cylinders. The furnace has five charging doors and a Wellman charging machine is provided for the solid material. The overhead crane on this side lifts the ladle of fluid metal brought from the mixer or direct from the blast furnace or cupola; the overhead crane on the tapping side takes the ladle of steel to the required place over the track on which are the bogies supporting the ingot moulds. During Sunday the furnace is charged with molten iron and steel, and this charge is worked down in the same way as in the fixed furnace. When ready, the furnace is tilted and one-fourth to one-third of the charge is tapped, the addition of ferro-manganese being made as usual, but the slag is not run off. The necessary lime and iron ore are added and with the slag already present form a highly oxidising body. A quantity of molten iron, equal to that of the steel just tapped, is poured into the bath and an immediate reaction occurs with evolution on the surface of CO, which burns with an intense flame; during this period, and also during tapping, the gas supply is shut off. After this characteristic “boiling” has gone on for about 15 min. part of the slag, now nearly deprived of iron oxides, is tapped off and the bath worked down with the help of fresh lime and ore. A like quantity of steel is tapped and the tap-hole and bottom repaired. This cycle is repeated during the rest of the week, the bath being emptied only on Saturday; in some works a charge is left in over the week-end. The furnace shown is of 200 tons capacity; about 30 charges are obtained in the week.",,,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['pig iron']}"
49,,"1857-221-2, 25829",Part,N/A,SECTIONAL MODEL OF CEMENTATION FURNACE,donated,SECTIONAL MODEL OF CEMENTATION FURNACE,"This forms part of a complete model illustrating the manufacture of steel in Sheffield in 1850 (see Nos. 46–8). The cementation process, for converting wrought iron into steel, consists in maintaining wrought iron for several days at a red heat while embedded in charcoal and protected from the air, whereby the iron gradually absorbs carbon, which combines with it and converts it into steel. The method is a development of the case-hardening process, and is very old, but Réaumur, in a work published in 1722, appears to have been the first to examine it experimentally; he also describes the furnaces then in use, which were very similar to those employed at Sheffield and elsewhere. The wrought iron to be treated, usually in the form of 3 in. by 0.75 in. high-quality flat bars, is packed in open rectangular chests or “pots,” built of sandstone or firebrick, which are placed on either side of a long coal-fired grate, the products of combustion being carried through a series of flues along the bottom, sides, and ends of the chest. These flues open into an enclosing arched firebrick chamber, provided with doorways at the ends, and three short chimneys or eyes on each side just at the springing of the arch, so as to create a distributed draught. The whole is sheltered under a hollow cone of brickwork, about 50 ft. high, which retains much of the heat, and delivers the waste gases at a sufficient elevation, while preventing the formation of a strong draught. These cementation plants are usually built in groups, as shown, with each chest measuring from 10 to 15 ft. in length by 2.5 to 3 ft. square, and holding 8 to 12 tons of wrought iron. The bars are packed between layers of wood charcoal, and when the chest is full the top is plastered over with clay or “wheel-swarf,” a mixture of silica and oxide of iron from the grinderies, which, when heated frits and forms an airtight lid. The entrances of the chamber are walled up and the fire lighted, so that in two or three days the chests are at a glowing red heat, i.e., a temperature of 1,170° C., which is maintained for five or six days. The fire is then drawn and the furnace allowed to cool during two or three more days, in which time, however, the process is still proceeding and completing itself. At intervals during the process, bars left protruding from the side openings, in order to judge, from their fracture, of the extent of the conversion, which is varied according to the purpose for which the steel is to be used. The coal consumed is about equal in weight to that of the steel produced, and the capacity of each furnace is about 26 tons per week. The surfaces of the bars after treatment are covered with blisters of various sizes, so that this material is known as “blister steel.” In this form it is very rarely used, but is subsequently forged into some of the various grades of shear steel, or else melted in crucibles.",,,"[{'name': 'Messrs. Naylor, Vickers & Co.', 'role': 'presenter'}, {'name': 'Réaumur', 'role': 'researcher'}]",['Sheffield'],1850,wrought iron;charcoal;sandstone;firebrick;wood charcoal;clay;silica;oxide of iron,1:12;3 in. by 0.75 in.;10 to 15 ft. in length by 2.5 to 3 ft. square,"This forms part of a complete model illustrating the manufacture of steel in Sheffield in 1850. The cementation process, for converting wrought iron into steel, consists in maintaining wrought iron for several days at a red heat while embedded in charcoal and protected from the air, whereby the iron gradually absorbs carbon, which combines with it and converts it into steel. The method is a development of the case-hardening process, and is very old, but Réaumur, in a work published in 1722, appears to have been the first to examine it experimentally; he also describes the furnaces then in use, which were very similar to those employed at Sheffield and elsewhere. The wrought iron to be treated, usually in the form of 3 in. by 0.75 in. high-quality flat bars, is packed in open rectangular chests or “pots,” built of sandstone or firebrick, which are placed on either side of a long coal-fired grate, the products of combustion being carried through a series of flues along the bottom, sides, and ends of the chest. These flues open into an enclosing arched firebrick chamber, provided with doorways at the ends, and three short chimneys or eyes on each side just at the springing of the arch, so as to create a distributed draught. The whole is sheltered under a hollow cone of brickwork, about 50 ft. high, which retains much of the heat, and delivers the waste gases at a sufficient elevation, while preventing the formation of a strong draught. These cementation plants are usually built in groups, as shown, with each chest measuring from 10 to 15 ft. in length by 2.5 to 3 ft. square, and holding 8 to 12 tons of wrought iron. The bars are packed between layers of wood charcoal, and when the chest is full the top is plastered over with clay or “wheel-swarf,” a mixture of silica and oxide of iron from the grinderies, which, when heated frits and forms an airtight lid. The entrances of the chamber are walled up and the fire lighted, so that in two or three days the chests are at a glowing red heat, i.e., a temperature of 1,170° C., which is maintained for five or six days. The fire is then drawn and the furnace allowed to cool during two or three more days, in which time, however, the process is still proceeding and completing itself. At intervals during the process, bars left protruding from the side openings, in order to judge, from their fracture, of the extent of the conversion, which is varied according to the purpose for which the steel is to be used. The coal consumed is about equal in weight to that of the steel produced, and the capacity of each furnace is about 26 tons per week. The surfaces of the bars after treatment are covered with blisters of various sizes, so that this material is known as “blister steel.” In this form it is very rarely used, but is subsequently forged into some of the various grades of shear steel, or else melted in crucibles.",Réaumur,1722,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['grinderies']}"
50,46,"1857-221, 25828",Part,N/A,SECTIONAL MODEL OF STEEL CASTING HOUSE,donated,SECTIONAL MODEL OF STEEL CASTING HOUSE,"This forms part of a complete model illustrating the manufacture of cementation steel in Sheffield in 1850 (see Nos. 45, 47, 48). Neither blister nor shear steel is homogeneous, so that to obtain the uniform material necessary for making the finest cutlery, etc., fusion becomes necessary. This requires a very high temperature, as well as considerable skill in melting, but the process was introduced and brought to a practical success by Benjamin Huntsman in 1740, who, after he had prepared suitable crucibles and furnaces for the exceptional requirements, established works in 1770 at Attercliffe, where the firm still exists and some of the original furnaces remain. The furnace is simply a rectangular chamber built of firebrick and ganister, and is usually capable of holding two crucibles. The bottom of the furnace is formed by a grate of firebars, while a side flue at the top communicates with a chimney stack; it is usual to arrange a series of furnaces or melting holes in a row, each with its own stack formed in a wall common to the series, as shown in the model. The common furnace top is slightly above the level of the casting floor, and each “hole” is provided with a removable firebrick cover, so that the charge and fuel may be introduced through the top, while the whole of the interior is accessible for cleaning from an arched cellar below. The crucibles and fires are also reduced in this way. The crucibles are usually made from a mixture of Stourbridge and Stannington clays, with a small quantity of ground pots and coke-dust; they weigh from 15 to 25 lb. upwards, and hold from 30 to 50 lb. of steel. The new crucibles are dried gradually on shelves above the furnaces for a week, and are annealed at a red heat before use in an open fire arranged in one corner of the melting house. The crucibles are withdrawn from the holes by hand labour, and their contents poured into the ingot moulds shown.",,,"[{'name': 'Naylor, Vickers & Co.', 'role': 'presenter'}, {'name': 'Benjamin Huntsman', 'role': 'inventor'}]","['Sheffield', 'Attercliffe']",1850,firebrick;ganister;Stourbridge clays;Stannington clays;pots;coke-dust;steel,Scale 1:12;15 to 25 lb.;30 to 50 lb.,"This forms part of a complete model illustrating the manufacture of cementation steel. Neither blister nor shear steel is homogeneous, so that to obtain the uniform material necessary for making the finest cutlery, etc., fusion becomes necessary. This requires a very high temperature, as well as considerable skill in melting, but the process was introduced and brought to a practical success by Benjamin Huntsman in 1740, who, after he had prepared suitable crucibles and furnaces for the exceptional requirements, established works in 1770 at Attercliffe, where the firm still exists and some of the original furnaces remain.","see Nos. 45, 47, 48",,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
51,45,"1857-221, 25827",Whole,N/A,,donated,MODEL OF TILT HAMMERS WITH HEATING FURNACES,"This and the succeeding model form part of a complete model illustrating the manufacture of tool steel in Sheffield in 1850 (see Nos. 45-6). By piling, welding, and hammering, blister steel is rendered more homogeneous and improved in quality, the product being known as “shear steel” from its having been originally used for making shears for woollen cloth. The form of tilt hammer represented has a steel-faced head, weighing from 120 to 500 lb., wedged on to a wooden shaft, which is hooped with iron and provided with a cast-iron trunnion hoop by which it is supported on brasses, adjustable in vertical standards by folding wedges. The tail of the hammer shaft is depressed periodically by a number of tappets projecting from a wheel on a shaft rotated by water or steam power, so that from 150 to 350 drop blows are made per minute, while the workman advances and turns the heated bar upon the anvil as the work proceeds. To diminish vibration, the anvil usually rests on a wooden block, hooped with iron and bedded in the heavy masonry foundation. The furnace used for heating the bars is of a construction which forms a link between the open forge and the reverberatory furnace, and is known as a hollow fire. It is simply an enclosed chamber, partially filled with coke and supplied with a forced blast, so that when a bar to be heated is inserted in the space above the fire the fuel does not come into actual contact with it. The products of combustion escape through various openings and are carried off by a hood above, which in the model is shown covering two furnaces. (N.B.—These furnaces are, in the model, shown nearer the hammers than they would be in practice.)",,,"[{'name': 'Naylor, Vickers & Co.', 'role': 'presenter'}]",['Sheffield'],['1850'],"['steel', 'wood', 'iron', 'cast-iron', 'coke']","['Scale 1:8', '120 to 500 lb.']","['This and the succeeding model form part of a complete model illustrating the manufacture of tool steel in Sheffield in 1850', 'By piling, welding, and hammering, blister steel is rendered more homogeneous and improved in quality, the product being known as “shear steel” from its having been originally used for making shears for woollen cloth.', 'The form of tilt hammer represented has a steel-faced head', 'The tail of the hammer shaft is depressed periodically by a number of tappets projecting from a wheel on a shaft rotated by water or steam power, so that from 150 to 350 drop blows are made per minute', 'while the workman advances and turns the heated bar upon the anvil as the work proceeds.', 'To diminish vibration, the anvil usually rests on a wooden block, hooped with iron and bedded in the heavy masonry foundation.', 'The furnace used for heating the bars is of a construction which forms a link between the open forge and the reverberatory furnace, and is known as a hollow fire.', 'It is simply an enclosed chamber, partially filled with coke and supplied with a forced blast, so that when a bar to be heated is inserted in the space above the fire the fuel does not come into actual contact with it.', 'The products of combustion escape through various openings and are carried off by a hood above, which in the model is shown covering two furnaces.', '(N.B.—These furnaces are, in the model, shown nearer the hammers than they would be in practice.)']",,1850,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
52,,"1857-222, 31095",Whole,N/A,,donated,MODEL OF ROLLING MILLS WITH HEATING FURNACES,"(Scale 1:8.) Presented by Messrs. Naylor, Vickers & Co. Squeezing between rolls is the most rapid method of reducing a slab of iron or steel to the form of plate or sheet metal, and nearly all other materials possessing the necessary qualifications for standing the treatment are also reduced in this way. In 1784 Henry Cort, by the introduction of grooved and collared rolls, vastly increased the value of the rolling mill, as he thus enabled it to prepare round and flat bars, together with the other numerous sections since employed as rails and girders. In bringing a mass of metal from a large to a smaller section, working under a hammer appears to be most beneficial, but the greater rapidity and economy of the rolling process renders its use almost universal, except for the preliminary forging of the highest qualities of cast steel. The rolls used in the preliminary forging of heavy masses of iron and steel have rolls of from 4 ft. diam. downwards; but the mill here represented is of a lighter type, as it is only intended for treating crucible cast-steel ingots.
The engine (not shown) is placed between the sheet mill and the bar mill, and the lower line of rolls in each mill is directly driven, while the top roll is driven from it by pinions arranged in stands or housings at each side of the engine. The distance between the rolls is adjusted by screws through the top ends or housings, which limit the amount to which the top roll may rise when the bar or plate is passing beneath it; to allow for this vertical play, the ends of the rolls are made square and are connected by a short square shaft, which is coupled to the adjacent ends by loosely-fitting cast-iron muffs or boxes, which, while giving the requisite freedom, also protect the rolls in case of accident, since these inexpensive boxes will break before a roll is injured.
The sheet mill has a single stand of rolls, 16 in. diam., while the bar mill has four stands of rolls of 9 in. diam., for preparing round, square, and flat sections; in front of these rolls is a table for supporting the end of a bar before passing it into the rolls, and for some of the sections a directing guide is clamped to the table for ensuring the entry of the rod into the intended groove. With only two rolls in a housing, it is usual, after a bar has passed over the top and then pass it in the original direction through the next set of grooves or rolls. In dealing with large sections it is more usual to reverse the engine so that the bar or plate is given its next passage while entering from the opposite side; the same result is also obtained by having three rolls, the first pass being through the lower pair and the return through the upper pair, without reversing the engine.
Near these rolls is shown a shearing machine, also driven from the engine, used for cutting bars into lengths for piling and for cropping the finished rods.
As the steel can only be successfully and economically rolled at a red heat, it is necessary to have furnaces near the mill for heating the material, or for re-heating it should it cool too much during the rolling process; these furnaces are here arranged in pairs with a common stack, one pair being for heating piles of bars, while the other is for sheets.
(N.B.—The re-heating furnaces are shown nearer the rolling mill than they would be in practice.)",,,"[{'name': 'Naylor, Vickers & Co.', 'role': 'presenter'}, {'name': 'Henry Cort', 'role': 'inventor'}]",,1784,iron; steel; cast-steel; cast-iron,1:8; 4 ft. diam.; 16 in. diam.; 9 in. diam.,"Squeezing between rolls is the most rapid method of reducing a slab of iron or steel to the form of plate or sheet metal, and nearly all other materials possessing the necessary qualifications for standing the treatment are also reduced in this way. In 1784 Henry Cort, by the introduction of grooved and collared rolls, vastly increased the value of the rolling mill, as he thus enabled it to prepare round and flat bars, together with the other numerous sections since employed as rails and girders. In bringing a mass of metal from a large to a smaller section, working under a hammer appears to be most beneficial, but the greater rapidity and economy of the rolling process renders its use almost universal, except for the preliminary forging of the highest qualities of cast steel. The rolls used in the preliminary forging of heavy masses of iron and steel have rolls of from 4 ft. diam. downwards; but the mill here represented is of a lighter type, as it is only intended for treating crucible cast-steel ingots. The engine (not shown) is placed between the sheet mill and the bar mill, and the lower line of rolls in each mill is directly driven, while the top roll is driven from it by pinions arranged in stands or housings at each side of the engine. The distance between the rolls is adjusted by screws through the top ends or housings, which limit the amount to which the top roll may rise when the bar or plate is passing beneath it; to allow for this vertical play, the ends of the rolls are made square and are connected by a short square shaft, which is coupled to the adjacent ends by loosely-fitting cast-iron muffs or boxes, which, while giving the requisite freedom, also protect the rolls in case of accident, since these inexpensive boxes will break before a roll is injured. The sheet mill has a single stand of rolls, 16 in. diam., while the bar mill has four stands of rolls of 9 in. diam., for preparing round, square, and flat sections; in front of these rolls is a table for supporting the end of a bar before passing it into the rolls, and for some of the sections a directing guide is clamped to the table for ensuring the entry of the rod into the intended groove. With only two rolls in a housing, it is usual, after a bar has passed over the top and then pass it in the original direction through the next set of grooves or rolls. In dealing with large sections it is more usual to reverse the engine so that the bar or plate is given its next passage while entering from the opposite side; the same result is also obtained by having three rolls, the first pass being through the lower pair and the return through the upper pair, without reversing the engine. Near these rolls is shown a shearing machine, also driven from the engine, used for cutting bars into lengths for piling and for cropping the finished rods. As the steel can only be successfully and economically rolled at a red heat, it is necessary to have furnaces near the mill for heating the material, or for re-heating it should it cool too much during the rolling process; these furnaces are here arranged in pairs with a common stack, one pair being for heating piles of bars, while the other is for sheets. (N.B.—The re-heating furnaces are shown nearer the rolling mill than they would be in practice.)",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
53,1903-114,25830,Whole,N/A,MODEL OF REGENERATIVE FURNACE FOR CRUCIBLE STEEL,,MODEL OF REGENERATIVE FURNACE FOR CRUCIBLE STEEL,"MODEL OF REGENERATIVE FURNACE FOR CRUCIBLE STEEL. (Scale 1 : 12.) Made from drawings prepared in the Museum. This shows the modification made in the furnaces used for melting steel in crucibles by the application, for the purpose of reducing the fuel consumption, of the Siemens regenerative principle, which appears to have first been adapted to this work in 1862. Several positions for the regenerators have been tried, e.g., they have been built at the ends of the melting chamber, and at right angles to one side, but the most usual arrangement is as here shown, with the regenerators alongside and below the general level. The hearth, or melting chamber, is divided by cross walls into from two to ten holes, each accommodating six crucibles. Each melting hole, or laboratory, is so short, except in the arrangement where the regenerators are at the two ends, that it is necessary to mix the air and gas intimately before they enter this region; contrary to the usual practice with open-hearth furnaces, nearest the melting chamber, and the stream of gas for this purpose the gas regenerator is placed, brought up through three small ports into the corresponding horizontal streams of air; in addition, the ports on opposite sides are out of line, so as to ensure cross currents. The resulting flame is bent downward by a deflecting arch, so as to be concentrated upon the crucibles, which stand on a bed of coke-dust supported on ribbed cast-iron plates, resting on side walls and cooled by an air space left below; these bottom plates have holes in them which are closed by old lids, etc., but allow access to each melting hole for cleaning out the clinker at the end of a week's run, or should a crucible break. The top of each melting hole is closed by a cover, made in three pieces, which are handled by a lever supported on the axle of a two-wheeled bogie, or by a chain from wheels on an overhead rail. The crucibles are lifted, after the gas and air have been shut off, by the ""puller out,"" who uses tongs which partially embrace them, and the metal is poured by a ""teemer,"" who uses a pair of tongs which holds the crucible at right angles to those for lifting; the other pair of tongs is for removing the cover of the crucible. The gas from the producers is brought to the regenerators, and so to the furnace, through a culvert, and the waste gases from the regenerators pass in a similar way to a chimney (not shown). The admission of gas and air is regulated by mushroom valves, adjustable by hand wheels at the floor level, and the currents of air and gas are reversed at intervals by ordinary flap valves moved by levers. The consumption of fuel over extended periods has been found to be about 1 lb. of slack coal to the pound of ingot poured, and, owing to the ready control of the temperature, the labour of handling the crucibles is reduced, so that the charges melted are from 60 to 80 lb., and even heavier where plumbago crucibles are used. On the other hand, the first cost of the furnace is greater than that of the earlier type.",,,"[{'name': 'Siemens', 'role': 'principle'}]",[],['1862'],"['crucibles', 'steel', 'cast-iron', 'plumbago']","['Scale 1 : 12', '1 lb. of slack coal to the pound of ingot poured', '60 to 80 lb.']","['This shows the modification made in the furnaces used for melting steel in crucibles by the application, for the purpose of reducing the fuel consumption, of the Siemens regenerative principle', 'the most usual arrangement is as here shown, with the regenerators alongside and below the general level.', 'Each melting hole, or laboratory, is so short, except in the arrangement where the regenerators are at the two ends, that it is necessary to mix the air and gas intimately before they enter this region; contrary to the usual practice with open-hearth furnaces, nearest the melting chamber, and the stream of gas for this purpose the gas regenerator is placed, brought up through three small ports into the corresponding horizontal streams of air; in addition, the ports on opposite sides are out of line, so as to ensure cross currents.', 'The resulting flame is bent downward by a deflecting arch, so as to be concentrated upon the crucibles', ""these bottom plates have holes in them which are closed by old lids, etc., but allow access to each melting hole for cleaning out the clinker at the end of a week's run, or should a crucible break."", 'The top of each melting hole is closed by a cover, made in three pieces, which are handled by a lever supported on the axle of a two-wheeled bogie, or by a chain from wheels on an overhead rail.', 'The crucibles are lifted, after the gas and air have been shut off, by the ""puller out,"" who uses tongs which partially embrace them, and the metal is poured by a ""teemer,"" who uses a pair of tongs which holds the crucible at right angles to those for lifting; the other pair of tongs is for removing the cover of the crucible.', 'The gas from the producers is brought to the regenerators, and so to the furnace, through a culvert, and the waste gases from the regenerators pass in a similar way to a chimney (not shown).', 'The admission of gas and air is regulated by mushroom valves, adjustable by hand wheels at the floor level, and the currents of air and gas are reversed at intervals by ordinary flap valves moved by levers.', 'owing to the ready control of the temperature, the labour of handling the crucibles is reduced', 'the first cost of the furnace is greater than that of the earlier type.']",['drawings prepared in the Museum'],[],"{'count': 0, 'terms': []}","{'count': 2, 'terms': ['clinker', 'plumbago']}"
