RowIndex,Old_Total,New_Total,Old_ObjectNames,New_ObjectNames,Old_Makers,New_Makers,Old_Organisations/Institutions,New_Organisations/Institutions,Old_Dates,New_Dates,Old_Places,New_Places,Old_Descriptions,New_Descriptions,Old_Other,New_Other,Unique_to_Old,Unique_to_New
10,9,11,1,3,0,1,1,1,1,1,1,1,4,3,1,1,"{""object_names"": [""REFERENCE MARK""], ""makers"": [], ""organisations/institutions"": [""Geodetic Survey of Canada""], ""dates"": [""1922""], ""places"": [""Canada""], ""descriptions"": [""station marks of the Primary Triangulation of Canada"", ""set in outstanding rocks or in concrete monuments"", ""three such marks are set approximately 120\u00b0 apart around the station"", ""has an arrow engraved upon it to indicate the direction in which the station point lies""], ""other"": [""Inv. 1922-724""]}","{""object_names"": [""triangulation station mark"", ""Surveying triangulation mark"", ""triangulation mark""], ""makers"": [""Unknown maker""], ""organisations/institutions"": [""Geodetic Survey of Canada""], ""dates"": [""1920""], ""places"": [""Canadian""], ""descriptions"": [""1920 Triangulation reference mark"", ""unsigned""], ""other"": [""1920""]}"
11,8,10,1,2,0,1,1,1,1,1,1,1,3,2,1,2,"{""object_names"": [""REFERENCE MONUMENT PLATE""], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""Where no natural rock is available, reference monuments are built by the Geodetic Survey of Canada to mark the station points."", ""Such monuments are erected in convenient places, preferably near a road, and a plate of the type shown is embedded into them."", ""The plate is rectangular and has two projecting shanks for fixing it into the monument.""], ""other"": [""Inv. 1922-725""]}","{""object_names"": [""triangulation station mark"", ""triangulation mark""], ""makers"": [""Unknown maker""], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""Surveying triangulation mark""], ""other"": [""Bronze"", ""Canadian"", ""1920 Bronze triangulation mark for the Geodetic Survey of Canada, unsigned, Canadian, 1920"", ""triangulation mark 1920 Canada""]}"
12,11,10,1,2,1,1,1,1,1,1,1,1,4,3,2,1,"{""object_names"": [""GEODETIC TRIANGULATION STATION MARK""], ""makers"": [""Survey of Egypt""], ""organisations/institutions"": [""Survey of Egypt""], ""dates"": [""1920""], ""places"": [""Egypt""], ""descriptions"": [""provided with two saw-cuts intersecting at right angles"", ""cemented into a concrete block in the ground"", ""Accurately built into the concrete block is an iron cylinder filled with concrete, having gaps in the bottom so that the mark can be seen"", ""A brass and cast iron tribrach (see Cat. No. 14) is accurately centred over the mark and cemented in the top of the pillar. Upon this tribrach the theodolite rests when sighting to the station, whilst to its centre is screwed a heliograph or lamp when sighting to the station.""], ""other"": [""Inv. 1920-630"", ""This brass bolt forms the station mark""]}","{""object_names"": [""triangulation station mark"", ""triangulation mark""], ""makers"": [""Unknown maker""], ""organisations/institutions"": [""Geodetic Survey of Egypt""], ""dates"": [""1910-1920""], ""places"": [""United Kingdom""], ""descriptions"": [""Bronze station mark for the First Order Triangulation"", ""Surveying triangulation mark""], ""other"": [""Bronze""]}"
13,11,8,1,2,1,0,1,1,1,1,1,1,5,3,1,0,"{""object_names"": [""SELF-CENTRING GEODETIC STATION TRIBRACH""], ""makers"": [""Survey of Egypt""], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""This brass tribrach is built into a masonry pier and accurately centred over the concealed mark at geodetic stations in Egypt."", ""It has three radial V-shaped grooves at angles of 120\u00b0 with one another, and forms a self-centring stand for the three feet of a theodolite or signal lamp."", ""Such a device is especially convenient in countries where the centring of signal lamps over the station point cannot always be entrusted to skilled operators.""], ""other"": [""Inv. 1920-627""]}","{""object_names"": [""station plate"", ""station plates""], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""Self-centring station plate for the Survey of Egypt (\""spider\"")"", ""Self-centring station plate for the Survey of Egypt (\""spider\"")""], ""other"": []}"
14,13,8,1,1,1,0,1,0,1,0,1,1,5,4,3,2,"{""object_names"": [], ""makers"": [""Capt. H. G. Lyons, F.R.S.""], ""organisations/institutions"": [""Survey of Egypt""], ""dates"": [""1920-384""], ""places"": [""Qaliub District""], ""descriptions"": [""diagram of traverse lines and marks"", ""second and third order triangulation system shown in red"", ""traverse lines and points shown in black"", ""method of traversing with theodolite and chain is used to control the detail chain survey"", ""traverse system is connected up to the points of the minor triangulation system"", ""traverse lines being chosen to conform so far as possible to the village boundaries"", ""azimuths of these lines are measured with a 5-in. vernier theodolite"", ""lengths measured with 20-m. steel chains"", ""about 15 traverse stations per square kilometre""], ""other"": [""Scale 1: 20,000"", ""Made in the Museum"", ""The Cadastral Survey of Egypt""]}","{""object_names"": [""DIAGRAM OF TRAVERSE LINES AND MARKS""], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [""Qaliub""], ""descriptions"": [""This diagram illustrates a portion of the Cadastral Survey of Egypt, specifically the Qaliub District."", ""It visually represents the survey's methodology, employing traverse lines and triangulation points."", ""The scale of the diagram is 1:20,000."", ""The object is a key component in understanding the historical survey practices employed in Egypt.""], ""other"": [""Science Museum Group"", ""Collection""]}"
15,15,5,2,1,1,0,0,1,1,0,2,0,8,2,1,1,"{""object_names"": [""TRAVERSE MARK"", ""land-anchor type of mark""], ""makers"": [""H. Dray, Esq.""], ""organisations/institutions"": [], ""dates"": [""1921-360""], ""places"": [""Egypt"", ""Nile Valley""], ""descriptions"": [""liability of ordinary metal bolts and bars used as traverse marks in Egypt to removal"", ""successful employed in the soft soil of the Nile Valley and elsewhere"", ""conical iron cap securely attached to the head of a screw pile"", ""screw pile which is buried some 6 ft. below the ground"", ""connected to the cap by a 1/4-in. steel cable"", ""cap has a central socket to receive the ranging rod"", ""rests on a circular concrete block interposed between it and the ground"", ""concrete block, about 1 ft. diameter by 4 in. thickness, has a central hole and is next fitted over the pile-head by means of the keys shown"", ""diagram illustrates the process of fixing the mark in position""], ""other"": [""Inv.""]}","{""object_names"": [""DRAY""], ""makers"": [], ""organisations/institutions"": [""Science Museum Group""], ""dates"": [], ""places"": [], ""descriptions"": [""A land anchor designed by H. Dray for use as a traverse mark in soft soil."", ""Composed of a conical iron cap attached to a buried screw pile, connected by a steel cable.""], ""other"": [""Object ID: 1921-0360""]}"
16,12,4,1,1,1,0,1,0,2,0,3,0,3,2,1,1,"{""object_names"": [""DIAGRAM OF LEVELLING MARKS OF ANCIENT EGYPT""], ""makers"": [""Sir W. Flinders Petrie""], ""organisations/institutions"": [""Museum""], ""dates"": [""Circa 2800 B.C."", ""1891""], ""places"": [""ancient Egypt"", ""Seneferu"", ""Meidum""], ""descriptions"": [""four corner walls of crude brick built round the angles of a rectangular tomb structure known as a \""Mastaba\"""", ""level lines were drawn in red at intervals of one cubit, and numbered to show the distance of each below the \""ground level\"" (nfrw)"", ""sloping black lines show the inclination of the outer face of the masonry \""Mastaba\""""], ""other"": [""Inv. 1920-385""]}","{""object_names"": [""Mastaba levelling diagram""], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""The diagram illustrates the method used to level the foundations of a Mastaba tomb in ancient Egypt."", ""The original levelling marks are incised onto plaster on crude brick walls.""], ""other"": [""SMGIC.20715568""]}"
17,8,6,1,1,1,0,0,1,1,0,1,1,3,2,1,1,"{""object_names"": [], ""makers"": [""Made in the Museum""], ""organisations/institutions"": [], ""dates"": [""1920""], ""places"": [""British Isles""], ""descriptions"": [""A number of fundamental bench marks have been fixed in the principal (first order) levelling lines in the British Isles for the purpose of verification from time to time."", ""These bench marks are fixed in rock in order to ensure permanence and immunity from accidental disturbance."", ""One visible mark and two concealed marks, the altitudes of which are accurately known, are provided.""], ""other"": [""Inv. 1920-387""]}","{""object_names"": [], ""makers"": [], ""organisations/institutions"": [""Science Museum Group""], ""dates"": [], ""places"": [""London""], ""descriptions"": [""Object is a diagram related to a fundamental bench mark."", ""Used as a reference point for height measurements in the British Isles.""], ""other"": []}"
18,9,6,1,1,1,0,1,0,1,1,0,0,4,4,1,0,"{""object_names"": [], ""makers"": [""Ordnance Survey""], ""organisations/institutions"": [""Ordnance Survey""], ""dates"": [], ""places"": [], ""descriptions"": [""This bolt forms the upper reference point at a fundamental bench mark on the first order levelling lines of the Ordnance Survey."", ""It is fixed in the top of a granite block forming a pillar 12 in. high, and is the mark for use in all ordinary circumstances, its level being recorded on the topographical maps.""], ""other"": [""Inv. 1914-152""]}","{""object_names"": [], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""Bolt forming upper reference point on top of granite pillar at fundamental bench mark"", ""Surveying bench mark; bench mark""], ""other"": []}"
19,9,6,1,3,1,0,1,0,1,1,0,0,4,2,1,0,"{""object_names"": [""BENCH MARK""], ""makers"": [""Ordnance Survey""], ""organisations/institutions"": [""Ordnance Survey""], ""dates"": [], ""places"": [], ""descriptions"": [""First Order"", ""This bolt forms one of the two concealed reference points at a fundamental bench mark of the Ordnance Survey."", ""It is set in rock concrete 3 ft. below ground in a concrete recess 3 ft. square by 1 ft. 9 in. deep"", ""will be used when necessary to determine whether any secular changes of level are in progress""], ""other"": [""Inv. 1914-151""]}","{""object_names"": [""Bolt"", ""Surveying bench mark"", ""bench mark""], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""forming one concealed reference point at a fundamental bench mark"", ""forming one concealed reference point at a fundamental bench mark""], ""other"": [""1914""]}"
20,7,13,1,4,1,1,1,1,1,1,0,1,2,3,1,2,"{""object_names"": [""BENCH MARK NAME PLATE""], ""makers"": [""Ordnance Survey""], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""This plate is affixed to the granite pillar of a fundamental bench mark of the Ordnance Survey.""], ""other"": [""Inv. 1914-153""]}","{""object_names"": [""Nameplate for bench mark"", ""surveying instrument component"", ""instrument component""], ""makers"": [""Unknown maker""], ""organisations/institutions"": [""United Kingdom""], ""dates"": [""1914""], ""places"": [], ""descriptions"": [""Bronze name plate for a granite pillar at a fundamental bench mark"", ""bench mark""], ""other"": [""British"", ""unsigned"", ""Bronze""]}"
21,7,7,1,2,1,0,1,0,1,1,0,0,2,3,1,1,"{""object_names"": [""COVER OF REFERENCE BENCH MARKS""], ""makers"": [""Ordnance Survey""], ""organisations/institutions"": [""Ordnance Survey""], ""dates"": [""1914-155""], ""places"": [], ""descriptions"": [""The cover is placed below ground in a fundamental bench mark chamber to protect the reference marks of the Ordnance Survey from interference or damage.""], ""other"": [""Inv. 1914-155""]}","{""object_names"": [""Two covers for the lower reference point of a fundamental bench mark"", ""bench marks""], ""makers"": [], ""organisations/institutions"": [], ""dates"": [""1914""], ""places"": [], ""descriptions"": [""Surveying""], ""other"": [""Surveying bench marks; bench marks""]}"
22,8,6,1,2,1,0,1,0,1,1,0,0,4,3,1,0,"{""object_names"": [""SECONDARY BENCH MARK""], ""makers"": [""Ordnance Survey""], ""organisations/institutions"": [""Ordnance Survey""], ""dates"": [""1912-1921""], ""places"": [], ""descriptions"": [""gun-metal plate set flush with the surface of a wall"", ""identification number cast on it"", ""reference point, to which the published altitude corresponds, is the top of the \""broad arrow\"""", ""foot of the levelling staff is brought to the same altitude as this point with the aid of a detachable bracket and a small spirit-level""], ""other"": [""Inv. 1914-149""]}","{""object_names"": [""Bench mark in wood block""], ""makers"": [], ""organisations/institutions"": [], ""dates"": [""1914""], ""places"": [], ""descriptions"": [""for second order triangulation"", ""Surveying bench marks"", ""bench marks""], ""other"": []}"
23,8,12,1,4,1,1,1,1,1,1,0,1,4,4,1,1,"{""object_names"": [""BENCH MARK BRACKET""], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""adjustable bracket is used for supporting the levelling staff at a secondary bench mark on the lines of the first order levelling of the Ordnance Survey"", ""The bracket is hooked on to the bench mark"", ""the surface, upon which the levelling staff is placed, is made level and in agreement with the reference point by means of the adjusting screw and the spirit level""], ""other"": [""Inv. 1914-150""]}","{""object_names"": [""Bracket for use with level on bench mark"", ""stave support"", ""Surveying bracket"", ""bracket - structural element""], ""makers"": [""Unknown maker""], ""organisations/institutions"": [], ""dates"": [], ""places"": [""United Kingdom""], ""descriptions"": [""Adjustable stave support with spirit level for use with secondary bench mark"", ""brass cannister"", ""structural element"", ""bench mark""], ""other"": []}"
24,10,8,1,2,0,1,1,0,1,1,0,1,6,3,1,0,"{""object_names"": [""BENCH MARK BRACKET""], ""makers"": [], ""organisations/institutions"": [""Ordnance Survey""], ""dates"": [], ""places"": [], ""descriptions"": [""an old type of angle iron used to support the levelling staff at an Ordnance Survey broad arrow bench mark"", ""It has a short arm which is fitted into the horizontal groove engraved above the broad arrow"", ""a longer inclined supporting arm which abuts against the wall in which the mark was notched"", ""A series of circular depressions are sunk in the upper face to receive the stud on the base of the staff"", ""the lower level of the depressions being a horizontal plane passing through the centre line of the engraved groove"", ""This type of supporting bracket was superseded by the modern one represented in the next example""], ""other"": [""Inv. 1914-423""]}","{""object_names"": [""Bench mark"", ""Surveying bracket - structural element""], ""makers"": [""Unknown maker""], ""organisations/institutions"": [], ""dates"": [], ""places"": [""United Kingdom""], ""descriptions"": [""Angle iron to support levelling stave"", ""bracket - structural element"", ""bench mark""], ""other"": []}"
25,8,6,1,1,1,0,1,0,1,1,0,0,4,1,1,3,"{""object_names"": [""BENCH MARK BRACKET""], ""makers"": [""Ordnance Survey""], ""organisations/institutions"": [""Ordnance Survey""], ""dates"": [], ""places"": [], ""descriptions"": [""This modern type of bracket is used to support the levelling staff at a broad arrow bench mark of the Ordnance Survey."", ""It is broader than the adjacent earlier type, and has an adjusting screw threaded through its inclined arm and a box level mounted on its horizontal arm; the end of the screw butts against the vertical wall in which the mark is engraved, and the inclination of the upper arm can be adjusted level by turning the screw."", ""The flat base of the metal shoe forming the end of the staff rests on a stud projecting from the top of the bracket, the top of the stud being level with the centre line of the mark when the bracket is horizontal."", ""modern type of bracket""], ""other"": [""Inv. 1914-424""]}","{""object_names"": [""Angle iron to support levelling staff at bench mark""], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""structural element; bench mark; bracket - structural element; bench mark""], ""other"": [""1914"", ""1914 Surveying bracket"", ""1914""]}"
26,7,8,1,2,0,1,1,1,1,1,0,1,3,1,1,1,"{""object_names"": [""BENCH MARK""], ""makers"": [], ""organisations/institutions"": [""U.S. Coast and Geodetic Survey""], ""dates"": [""1920-76""], ""places"": [], ""descriptions"": [""This brass disc is fixed with its face flush with the building in which it is set or with its stem vertical in rock or cement."", ""The short line in the centre is placed horizontal and serves as the reference point."", ""(See U.S. Coast and Geodetic Survey Special Publication, No. 26, p. 117.)""], ""other"": [""Inv.""]}","{""object_names"": [""Bench mark"", ""Surveying bench mark""], ""makers"": [""Unknown maker""], ""organisations/institutions"": [], ""dates"": [""1914""], ""places"": [""American"", ""United States""], ""descriptions"": [""bench mark 1914""], ""other"": [""Bronze""]}"
27,10,9,1,2,0,1,2,1,1,1,1,1,4,2,1,1,"{""object_names"": [""BENCH MARK, First Order""], ""makers"": [], ""organisations/institutions"": [""Nivellement G\u00e9n\u00e9ral de la France""], ""dates"": [], ""places"": [], ""descriptions"": [""This mark is used at first-order stations of the Nivellement G\u00e9n\u00e9ral de la France."", ""It consists of a metal bolt having a grooved shank and a rectangular plate head with a recess to receive a plate, on which the height of the station point is printed."", ""The reference point is the top of a spherical boss on a horizontal platform which projects from the plate.""], ""other"": [""Inv. 1914-109""]}","{""object_names"": [""bench mark"", ""Surveying bench mark""], ""makers"": [""Unknown maker""], ""organisations/institutions"": [""French""], ""dates"": [""1914""], ""places"": [""France""], ""descriptions"": [""Cast iron bench mark with ceramic marker inserts"", ""used in levelling of the First Order Nivellement General de la France""], ""other"": [""bench mark 1914 France""]}"
28,9,8,1,2,0,1,1,1,1,1,1,1,4,1,1,1,"{""object_names"": [""BENCH MARK, Second Order""], ""makers"": [], ""organisations/institutions"": [""Nivellement G\u00e9n\u00e9ral de la France""], ""dates"": [""1914""], ""places"": [""France""], ""descriptions"": [""This mark is fixed at second-order stations of the Nivellement G\u00e9n\u00e9ral de la France."", ""It is a metal bolt with a grooved shank and cylindrical head"", ""on the top of the curved surface of the head is a small spherical boss, the top of which is the reference point."", ""The height of this point is printed on a plate embedded in the cylindrical head.""], ""other"": [""Inv. 1914-110""]}","{""object_names"": [""Cast iron bench mark"", ""Surveying bench mark""], ""makers"": [""Unknown maker""], ""organisations/institutions"": [""Nivellement General de la France""], ""dates"": [""1910-1914""], ""places"": [""France""], ""descriptions"": [""Cast iron first order bench mark""], ""other"": [""bench mark 1910-1914""]}"
29,9,6,1,2,0,0,1,1,1,1,0,0,5,2,1,0,"{""object_names"": [""BENCH MARK""], ""makers"": [], ""organisations/institutions"": [""Survey of Egypt""], ""dates"": [], ""places"": [], ""descriptions"": [""First Order"", ""This mark consists of an iron bolt 21 cm. long with a hexagonal head 5 cm. thick and 11 cm. wide."", ""It is cemented into a vertical wall or solid rock."", ""The point of reference is the top of a bronze hemispherical stud 1 cm. high, on the top of the upper face of the head.""], ""other"": [""Inv. 1920-628""]}","{""object_names"": [""First Order bench mark"", ""Surveying bench mark; bench mark""], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""cast iron and bronze""], ""other"": []}"
30,6,4,1,2,0,0,1,1,1,1,0,0,2,0,1,0,"{""object_names"": [""BENCH MARK""], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""Second Order"", ""This mark is similar to the adjacent first order bench mark, except that it has a cylindrical head, of which the highest point is the reference point.""], ""other"": [""Inv. 1920-629""]}","{""object_names"": [""Surveying bench mark"", ""bench mark""], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [], ""other"": []}"
31,12,9,2,2,1,1,1,1,1,1,1,1,5,2,1,1,"{""object_names"": [""BENCH MARK""], ""makers"": [], ""organisations/institutions"": [""Geodetic Survey of Canada""], ""dates"": [], ""places"": [""Canada""], ""descriptions"": [""Bronze tablets of this type are used by the Geodetic Survey of Canada to mark the station points of the Precise Levelling Network."", ""The tablet is a circular disc of diameter 3 in., provided with a corrugated, fox-wedged shank 3 in. long, for fixing it into rock or concrete."", ""The centre of the disc is engraved with a cross, and a number can be stamped on it with a die for reference to the record book, which contains the particulars of the corresponding station."", ""precise levelling network"", ""diameter 3 in.""], ""other"": [""Inv. 1922-723""]}","{""object_names"": [""Bench mark"", ""Surveying bench mark""], ""makers"": [""Unknown maker""], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""Canadian"", ""for Geodetic Survey of Canada""], ""other"": []}"
