RowIndex,object_number,secondary_identifier,whole_or_part,item_count,collection,legal_status,object_name,description,location,hazards,makers_and_associated_people,place_made,date_made,materials,measurements,interpretation,interpretation_source,interpretation_date,harmful_language,outdated_language
10,1884-95,,Whole,N/A,,,DOUBLE-NEEDLE TELEGRAPH,"This instrument (of the type introduced by Messrs. Cooke & Wheatstone in 1838), was used in 1846 at the Houses of Parliament. The case was designed in 1884 in the Gothic style in imitation of its surroundings.",Houses of Parliament,,"[{'name': 'Cooke & Wheatstone', 'role': 'inventor'}]",[],1838,[],[],The case was designed in the Gothic style in imitation of its surroundings.,,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
11,A B C TRANSMITTER,1876-1418,Whole,N/A,A B C TRANSMITTER,loaned,A B C TRANSMITTER,"Lent by Messrs. Reid Bros. 1839 (designed by Sir W. F. Cooke); 1846 (patent). This is one of the first of this type of instrument, having been designed by Sir W. F. Cooke in 1839; similar ones were tried on the Great Western Railway between Paddington and Slough. The instrument was included in Messrs. Cooke & Wheatstone's patent of 1846. There is a spring-driven clockwork train which actuates the pointer, controlled by an escapement worked by pallets which are a continuation of a hinged armature vibrating between two electro-magnets. The current is generated by rotating the outer rim of the dial by means of a knob (broken off); the rim gear drives two pinions each provided with two discs insulated by ivory and pressed on by springs, forming a make-and-break contact, but the machine is incomplete. Inv. 1876-1418.",,,"[{'name': 'Sir W. F. Cooke', 'role': 'designer'}, {'name': 'Reid Bros.', 'role': 'lender'}, {'name': 'Cooke & Wheatstone', 'role': 'patent holder'}]",[],"['1839', '1846']",['ivory'],[],"['This is one of the first of this type of instrument.', 'similar ones were tried on the Great Western Railway between Paddington and Slough.', 'the machine is incomplete.']",[],,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['Messrs.']}"
12,3,1876-1350,Whole,N/A,EARLY ADVERTISEMENTS OF THE ELECTRIC TELEGRAPH,,EARLY ADVERTISEMENTS OF THE ELECTRIC TELEGRAPH,"These are two handbills on one sheet, printed in 1845, announcing the exhibition to the public of Messrs. Cooke & Wheatstone's telegraph between Paddington and Slough. The statement that “The electric fluid travels at the rate of 280,000 miles per second,” was probably derived from a fallacious piece of reasoning by S. P. Thompson, (See “Elementary Lessons in Electricity and Magnetism,” by S. P. Thompson, p. 311).",,,"[{'name': 'Cooke', 'role': 'associated person'}, {'name': 'Wheatstone', 'role': 'associated person'}, {'name': 'S. P. Thompson', 'role': 'associated person'}]",[],1845,[],[],"Announcing the exhibition to the public of Messrs. Cooke & Wheatstone's telegraph between Paddington and Slough. The statement that “The electric fluid travels at the rate of 280,000 miles per second,” was probably derived from a fallacious piece of reasoning.","Elementary Lessons in Electricity and Magnetism, by S. P. Thompson, p. 311",1845,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['electric fluid']}"
13,,1876-1280,Whole,N/A,SINGLE-NEEDLE INSTRUMENT,loaned,SINGLE-NEEDLE INSTRUMENT,"Lent by J. A. Warwick, Esq. 1846. This early instrument is marked “W. F. Cooke invenit,” and was used by the Electric Telegraph Co. in 1846 on railway circuits. The code used closely resembles that of modern instruments, right- and left-hand movements of the needle being made by currents through a single line wire. It is fitted with the early crutch-handle commutator for transmitting. Inv. 1876-1280.",,,"[{'name': 'W. F. Cooke', 'role': 'inventor'}, {'name': 'J. A. Warwick', 'role': 'donor'}, {'name': 'Electric Telegraph Co.', 'role': 'user'}]",,1846,,,"This early instrument was used by the Electric Telegraph Co. in 1846 on railway circuits. The code used closely resembles that of modern instruments, right- and left-hand movements of the needle being made by currents through a single line wire. It is fitted with the early crutch-handle commutator for transmitting.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
14,2,1913-234,Whole,N/A,SPECIMEN,donated,EARLY UNDERGROUND TELEGRAPH CABLE LAID IN LONDON,"SPECIMEN OF EARLY UNDERGROUND TELEGRAPH CABLE LAID IN LONDON, 1846. Presented by H.M. Postmaster-General. 1846. Each separate conductor is wrapped with cotton thread and coated with a mixture of tar, resin and grease. Nine wires are then packed in a 4-in. leaden pipe. It was usual to draw four or five of the cables so formed into a buried iron pipe of about 3-in. diameter. A specimen of the first experimental underground telegraph line is shown with Ronalds's apparatus.",,,"[{'name': 'H.M. Postmaster-General', 'role': 'donor'}, {'name': 'Ronalds', 'role': 'associated person'}]",[],1846,cotton thread;tar;resin;grease;lead;iron,4-in.;3-in.,A specimen of the first experimental underground telegraph line is shown with Ronalds's apparatus.,"Lardner's “Museum of Science and Art,” Vol. III; “The Electric Telegraph,” Chapter II, pp. 143-4",,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
15,1876-1285,,Whole,N/A,HENLEY AND FORSTER'S DOUBLE-NEEDLE TELEGRAPH,donated,DOUBLE-NEEDLE TELEGRAPH,"This system, which requires no battery for its operation, was patented in 1848 by Messrs. W. F. Henley & T. Forster. It was used in this country by the Magnetic Telegraph Company. When one of the two pedal keys is depressed, an electro-magnet is partially rotated in close proximity to the poles of a powerful compound permanent magnet. This movement generates a momentary magneto-electric current which passes to line and operates the corresponding needle at both the sending and receiving stations. On releasing the key, it is restored to its former position by a strong spring, and by this reversed movement, another momentary current is transmitted, this time in a contrary direction. On the axis of each indicating needle, and parallel to it is a small permanent magnet which swings between the poles of a semicircular electro-magnet. The pulsation of current received from line causes the electro-magnet to deflect the permanent magnet, and the deflection is continued by the effect of the induced magnetism between the two. Each needle can only be deflected to one side of the vertical position, the motion being limited by two stops.",,,"[{'name': 'W. F. Henley', 'role': 'patenter'}, {'name': 'T. Forster', 'role': 'patenter'}, {'name': 'H.M. Postmaster-General', 'role': 'donor'}, {'name': 'Magnetic Telegraph Company', 'role': 'user'}]",,1848,permanent magnet;electro-magnet;spring,,"This system, which requires no battery for its operation, was patented in 1848.",,,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['Messrs.']}"
16,,1876-1281,Whole,N/A,HIGHTON'S SINGLE NEEDLE,loaned,HIGHTON'S SINGLE NEEDLE,"Lent by H.M. Postmaster-General. 1848 This instrument was constructed under the 1848 patent of Messrs. Highton and was used by the British and Irish Magnetic Telegraph Co. When the apparatus was not required for use, the hinged doors could be closed and locked. 1876-1281.",,,"[{'name': 'Highton', 'role': 'inventor'}, {'name': 'H.M. Postmaster-General', 'role': 'lender'}, {'name': 'British and Irish Magnetic Telegraph Co.', 'role': 'user'}]",,1848,,,"This instrument was constructed under the 1848 patent of Messrs. Highton and was used by the British and Irish Magnetic Telegraph Co. When the apparatus was not required for use, the hinged doors could be closed and locked.",,1848,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
17,1913-223,,Whole,N/A,HIGHTON'S SINGLE-NEEDLE INSTRUMENTS,donated,HIGHTON'S SINGLE-NEEDLE INSTRUMENTS,"Made by Reid. Presented by H.M. Postmaster-General. 1848 These instruments show the receiving portions only of improved single-needle telegraphs patented by H. and E. Highton, in 1848. Within two circular coils of wire, joined in series, a light horseshoe permanent magnet is fitted to the spindle which carries the indicating needle. This arrangement renders the instrument very sensitive to weak currents and marks a distinct advance in the design of telegraph apparatus. The indicating needles are missing. 1913-223.",,,"[{'name': 'Reid', 'role': 'maker'}, {'name': 'H. and E. Highton', 'role': 'patentee'}, {'name': 'H.M. Postmaster-General', 'role': 'donor'}]",,1848,wire,,"These instruments show the receiving portions only of improved single-needle telegraphs patented by H. and E. Highton, in 1848. This arrangement renders the instrument very sensitive to weak currents and marks a distinct advance in the design of telegraph apparatus.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
18,1876-1290,,Whole,N/A,,loaned,MORSE EMBOSSER,"This instrument was used about 1853 by the Electric Telegraph Co. It supplanted Bain's chemical recorder, as it obviated the troublesome chemical preparation of the paper, but reading the embossed marks was found so fatiguing, that this instrument was in turn displaced by the ink-writer. A relay or local circuit is used to work the electro-magnet, whose armature is fitted to a horizontal lever, working between stops at one end and carrying a steel style at the other. When the armature is attracted downwards, the style is pressed upwards against a strip of paper drawn from a large reel by two friction rollers, set in motion by a train of clockwork. In the upper roller is a narrow groove into which the style presses the paper and, according to the time the armature is held down, embosses a dot or a dash.",,,"[{'name': 'H.M. Postmaster-General', 'role': 'lender'}, {'name': 'Electric Telegraph Co.', 'role': 'user'}, {'name': 'Bain', 'role': 'predecessor'}]",,about 1853,['steel'],,"This instrument was used about 1853 by the Electric Telegraph Co. It supplanted Bain's chemical recorder, as it obviated the troublesome chemical preparation of the paper, but reading the embossed marks was found so fatiguing, that this instrument was in turn displaced by the ink-writer.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
19,1874,,Whole,N/A,MORSE SOUNDER,donated,MORSE SOUNDER,"This instrument was adopted by the British Post Office in 1874, but had previously been in use in America. It consists of an electro-magnet having a soft iron armature mounted on a lever which moves between stops. The armature is attracted on the passage of the current, in opposition to the pull of a spring, and each signal consists of two clicks, one as the armature descends when attracted and the other when it returns under the action of the spring, the interval between the two depending upon whether the signal is a dot or a dash.",,,"[{'name': 'Post Office', 'role': 'donor'}, {'name': 'British Post Office', 'role': 'user'}]",['America'],1874,"['electro-magnet', 'soft iron']",,"This instrument was adopted by the British Post Office in 1874, but had previously been in use in America.","Prescott's "" Electricity and the Electric Telegraph,"" 5th edition, p. 435",1911-17,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
20,A B C,1884-114,Whole,N/A,Wheatstone Collection,,RECEIVER,"Wheatstone Collection. 1858 This instrument is described in Sir C. Wheatstone's patent No. 1241, of 1858, where it is claimed that it works with ""currents of less energy"" and ""with greater steadiness, certainty, and rapidity"" than previous instruments. The dial has symbols corresponding with the instrument with which it works. The pointer is fixed on a small escape-wheel of 15 teeth which is propelled by a hair-spring; the levers are attached to two small magnets fixed to an arbor vibrating between the pole pieces of two small electro-magnets. A button above the dial serves to adjust the pointer by hand, and in the lower part of the case is placed an alarm.",,,"[{'name': 'C. Wheatstone', 'role': 'inventor'}]",,1858,electro-magnets; hair-spring; escape-wheel; levers; magnets,,"This instrument is claimed to work with ""currents of less energy"" and ""with greater steadiness, certainty, and rapidity"" than previous instruments. The dial has symbols corresponding with the instrument with which it works. A button above the dial serves to adjust the pointer by hand, and in the lower part of the case is placed an alarm.",Sir C. Wheatstone's patent No. 1241,1858,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
21,SIEMENS'S INKWRITER,1876-1291,Whole,N/A,SIEMENS'S INKWRITER,loaned,SIEMENS'S INKWRITER,"Made by Messrs. Siemens Bros. Lent by H.M. Postmaster-General. 1862 This instrument, made by Messrs. Siemens Bros., embodies their patent of 1862; it superseded the Morse embosser, owing to its sensitiveness to weak currents, and to the greater legibility of the marks made. It has in turn been superseded by various type-printing telegraphs. The form shown is supplied with a signalling key and galvanometer, and was used on lines of moderate length where a relay was not required. The armature of the electro-magnet is attached to a hinged lever working between stops; when no current is passing, it is brought to the upper position by a spring. A plain disc, fixed to a continuation of the hinged lever, lies behind the paper tape, from a horizontal reel contained in a drawer in the base of the instrument, is carried between friction rollers worked by a clock-train controlled by a governor, the train also revolving the inking disc. When the armature is attracted the inking disc is thrown into contact with the paper strip, and, according to the duration of the current, registers a dot or dash. All the parts can be regulated by screw adjustments. Inv. 1876-1291.",,,"[{'name': 'Siemens Bros.', 'role': 'maker'}, {'name': 'H.M. Postmaster-General', 'role': 'lender'}]",,1862,"['electro-magnet', 'spring', 'paper tape', 'ink']",,"This instrument, made by Messrs. Siemens Bros., embodies their patent of 1862; it superseded the Morse embosser, owing to its sensitiveness to weak currents, and to the greater legibility of the marks made. It has in turn been superseded by various type-printing telegraphs. The form shown is supplied with a signalling key and galvanometer, and was used on lines of moderate length where a relay was not required.",,,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['embosser']}"
22,BRIGHT'S BELL INSTRUMENT AND RELAY,1876-1286,Whole,N/A,,loaned,BRIGHT'S BELL INSTRUMENT AND RELAY,"This was the earliest form of acoustic instrument introduced into Great Britain, where it was used by the British and Irish Magnetic Telegraph Co. Two plates or bells of different tones are used to produce a code by means of sound. The hammers are fixed to the armatures of two electro-magnets, the relay which works being pivoted on a magnetised rod enclosed in a coil. The coils consists of two thin permanent magnets placed side by side, their poles being furnished with pole pieces turning inwards. Between these vibrate the ends of two slightly magnetised levers pivoted on vertical axes, the poles of the magnets being so placed that a current in one direction attracts a magnet which closes the local circuit of the right-hand bell and the current in the opposite direction attracts the other magnet which closes the local circuit of the left-hand bell. The pedal or tapper-key is used to send the signals.",,,"[{'name': 'H.M. Postmaster-General', 'role': 'Lender'}]",['Great Britain'],,"['electro-magnets', 'magnets', 'coils']",,"This was the earliest form of acoustic instrument introduced into Great Britain, where it was used by the British and Irish Magnetic Telegraph Co. Two plates or bells of different tones are used to produce a code by means of sound.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
23,,1919-246,Whole,N/A,NEALE SOUNDER,,Neale Sounder,"This instrument was devised for the purpose of enabling the telegraph operator to read the signals of the single needle code by sound, instead of by sight, thereby making it a more rapid system. The heavy soft iron needle strikes on metal pins attached to the wooden sides of the case. In later patterns, split metal tubes are used to increase the acoustic properties of the dial. Developments of the Neale sounder are shown in adjacent positions. The sending portion of the apparatus consists of a double tapper commutator, similar to that used for single-needle instruments. (See also Bright's Bell Instrument and Relay, Inv. No. 1876–1286.)",,,"[{'name': 'Neale', 'role': 'devised'}, {'name': 'Bright', 'role': 'associated'}]",,,soft iron; metal; wooden; metal tubes,,"This instrument was devised for the purpose of enabling the telegraph operator to read the signals of the single needle code by sound, instead of by sight, thereby making it a more rapid system. In later patterns, split metal tubes are used to increase the acoustic properties of the dial. Developments of the Neale sounder are shown in adjacent positions.","Bright's Bell Instrument and Relay, Inv. No. 1876–1286",,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
