RowIndex,Old_Total,New_Total,Old_ObjectNames,New_ObjectNames,Old_Makers,New_Makers,Old_Organisations/Institutions,New_Organisations/Institutions,Old_Dates,New_Dates,Old_Places,New_Places,Old_Descriptions,New_Descriptions,Old_Other,New_Other,Unique_to_Old,Unique_to_New
10,8,10,1,3,1,1,0,1,2,1,1,1,2,3,1,0,"{""object_names"": [""DOUBLE-NEEDLE TELEGRAPH""], ""makers"": [""Cooke & Wheatstone""], ""organisations/institutions"": [], ""dates"": [""1838"", ""1846""], ""places"": [""Houses of Parliament""], ""descriptions"": [""type introduced"", ""used in 1846""], ""other"": [""Inv. 1884-95""]}","{""object_names"": [""two-needle telegraph"", ""double needle telegraph instrument"", ""telecommunication telegraphs"", ""two-needle telegraphs"", ""telegraphs""], ""makers"": [""Electric Telegraph Company""], ""organisations/institutions"": [""Electric Telegraph Company, London, England""], ""dates"": [""1851""], ""places"": [""London, England""], ""descriptions"": [""Gothic case"", ""Gothic case double needle telegraph instrument"", ""two-needle telegraphs""], ""other"": []}"
11,19,14,2,1,2,1,2,1,2,1,2,3,7,3,2,2,"{""object_names"": [""A B C TRANSMITTER""], ""makers"": [""Messrs. Reid Bros."", ""Messrs. Cooke & Wheatstone""], ""organisations/institutions"": [""Great Western Railway""], ""dates"": [""1846 (patent)""], ""places"": [""Paddington"", ""Slough""], ""descriptions"": [""spring-driven clockwork train which actuates the pointer"", ""escapement worked by pallets which are a continuation of a hinged armature vibrating between two electro-magnets"", ""current is generated by rotating the outer rim of the dial by means of a knob (broken off)"", ""rim gear drives two pinions each provided with two discs insulated by ivory and pressed on by springs, forming a make-and-break contact"", ""machine is incomplete"", ""Similar ones were tried on the Great Western Railway between Paddington and Slough."", ""This is one of the first of this type of instrument""], ""other"": [""Inv. 1876-1418"", ""knob (broken off)""]}","{""object_names"": [""A.B.C. telegraph receiver""], ""makers"": [], ""organisations/institutions"": [""United Kingdom""], ""dates"": [], ""places"": [""England""], ""descriptions"": [""Only known example of this type of telegraph pointer."", ""Telecommunications telegraph; telegraph""], ""other"": [""Knob for rotating the dial has been broken off."", ""probably made by Sir William Cooke, England""]}"
12,10,11,1,1,2,1,0,1,2,1,2,2,2,2,1,3,"{""object_names"": [], ""makers"": [""Cooke & Wheatstone""], ""organisations/institutions"": [], ""dates"": [""1845 (printed)""], ""places"": [], ""descriptions"": [""announcing the exhibition to the public of Messrs. Cooke & Wheatstone's telegraph between Paddington and Slough."", ""The statement that \u201cThe electric fluid travels at the rate of 280,000 miles per second,\u201d was probably derived from a fallacious piece of reasoning by S. P. Thompson, (See \u201cElementary Lessons in Electricity and Magnetism,\u201d by S. P. Thompson, p. 311).""], ""other"": [""Plate 3"", ""Inv. 1876-1350""]}","{""object_names"": [""Advertisement placard""], ""makers"": [""G Nurton""], ""organisations/institutions"": [""Science Museum Group""], ""dates"": [""c. 1845""], ""places"": [""Westminster"", ""England, United Kingdom""], ""descriptions"": [""Telecommunications advertisement; advertisement"", ""announcing to the public the exhibition of the Cooke and Wheatstone telegraph between Paddington and Slough""], ""other"": [""printed by G Nurton (48 Church Street, Westminster), England"", ""1845 England, United Kingdom G Nurton""]}"
13,10,5,1,1,1,1,1,0,1,1,0,0,4,1,2,1,"{""object_names"": [], ""makers"": [], ""organisations/institutions"": [""Electric Telegraph Co.""], ""dates"": [""1846""], ""places"": [], ""descriptions"": [""used by the Electric Telegraph Co. in 1846 on railway circuits."", ""The code used closely resembles that of modern instruments, right- and left-hand movements of the needle being made by currents through a single line wire."", ""It is fitted with the early crutch-handle commutator for transmitting.""], ""other"": [""Lent by J. A. Warwick, Esq."", ""Inv. 1876-1280""]}","{""object_names"": [], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""telecommunications telegraph instrument"", ""telegraph instrument""], ""other"": [""1845""]}"
14,10,10,1,1,1,0,2,1,2,1,1,1,3,4,2,2,"{""object_names"": [], ""makers"": [""H.M. Postmaster-General""], ""organisations/institutions"": [""Lardner's \u201cMuseum of Science and Art\u201d"", ""The Electric Telegraph""], ""dates"": [""1846""], ""places"": [], ""descriptions"": [""Each separate conductor is wrapped with cotton thread and coated with a mixture of tar, resin and grease."", ""Nine wires are then packed in a 4-in. leaden pipe."", ""It was usual to draw four or five of the cables so formed into a buried iron pipe of about 3-in. diameter.""], ""other"": [""Cat. No. 2"", ""Inv. 1913-234""]}","{""object_names"": [], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""The earliest successful underground telegraph cable."", ""Designed to transmit electrical signals over long distances beneath the ground."", ""Features a core of nine insulated copper wires."", ""Sheathed in lead and buried in a conduit for protection.""], ""other"": [""Identifier: 1913-234""]}"
15,16,8,1,1,2,1,1,1,2,1,1,2,8,2,1,0,"{""object_names"": [""HENLEY AND FORSTER'S DOUBLE-NEEDLE TELEGRAPH""], ""makers"": [""H.M. Postmaster-General"", ""W. F. Henley"", ""T. Forster""], ""organisations/institutions"": [""Magnetic Telegraph Company""], ""dates"": [""1848 (patented)"", ""1876-1285""], ""places"": [""this country""], ""descriptions"": [""This system, which requires no battery for its operation, was patented in 1848 by Messrs. W. F. Henley & T. Forster."", ""It was used in this country by the Magnetic Telegraph Company."", ""When one of the two pedal keys is depressed, an electro-magnet is partially rotated in close proximity to the poles of a powerful compound permanent magnet."", ""This movement generates a momentary magneto-electric current which passes to line and operates the corresponding needle at both the sending and receiving stations."", ""On releasing the key, it is restored to its former position by a strong spring, and by this reversed movement, another momentary current is transmitted, this time in a contrary direction."", ""On the axis of each indicating needle, and parallel to it is a small permanent magnet which swings between the poles of a semicircular electro-magnet."", ""The pulsation of current received from line causes the electro-magnet to deflect the permanent magnet, and the deflection is continued by the effect of the induced magnetism between the two."", ""Each needle can only be deflected to one side of the vertical position, the motion being limited by two stops.""], ""other"": [""1876-1285""]}","{""object_names"": [""Henley's magneto electric double needle telegraph""], ""makers"": [], ""organisations/institutions"": [], ""dates"": [""1848-1852""], ""places"": [""England"", ""United Kingdom""], ""descriptions"": [""Telecommunications telegraph; telegraph""], ""other"": []}"
16,12,6,1,1,1,0,2,1,2,1,2,0,3,2,1,1,"{""object_names"": [], ""makers"": [""Messrs. Highton""], ""organisations/institutions"": [""British and Irish Magnetic Telegraph Co.""], ""dates"": [""1848""], ""places"": [""Ireland""], ""descriptions"": [""constructed under the 1848 patent of Messrs. Highton"", ""When the apparatus was not required for use, the hinged doors could be closed and locked.""], ""other"": [""1876-1281""]}","{""object_names"": [], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""A single-needle telegraph instrument patented by Highton in 1848. The original instrument was made for the British and Irish Magnetic Telegraph Company.""], ""other"": []}"
17,12,3,2,1,1,0,1,0,2,0,0,0,5,1,1,1,"{""object_names"": [""HIGHTON'S SINGLE-NEEDLE INSTRUMENTS (two Receiving Dials)"", ""improved single-needle telegraphs""], ""makers"": [""Reid""], ""organisations/institutions"": [""H.M. Postmaster-General""], ""dates"": [""1848"", ""1913-223""], ""places"": [], ""descriptions"": [""These instruments show the receiving portions only of improved single-needle telegraphs patented by H. and E. Highton, in 1848."", ""Within two circular coils of wire, joined in series, a light horseshoe permanent magnet is fitted to the spindle which carries the indicating needle."", ""This arrangement renders the instrument very sensitive to weak currents and marks a distinct advance in the design of telegraph apparatus."", ""The indicating needles are missing.""], ""other"": [""patented by H. and E. Highton""]}","{""object_names"": [""Portion of Highton's single needle instrument (incomplete: needle and coils only)""], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""Telecommunications needle""], ""other"": [""needle""]}"
18,10,7,1,1,1,1,2,1,1,1,0,1,4,2,1,0,"{""object_names"": [], ""makers"": [], ""organisations/institutions"": [""Bain's chemical recorder"", ""Electric Telegraph Co.""], ""dates"": [], ""places"": [], ""descriptions"": [""obviated the troublesome chemical preparation of the paper"", ""reading the embossed marks was found so fatiguing"", ""displaced by the ink-writer"", ""A relay or local circuit is used to work the electro-magnet, whose armature is fitted to a horizontal lever, working between stops at one end and carrying a steel style at the other. When the armature is attracted downwards, the style is pressed upwards against a strip of paper drawn from a large reel by two friction rollers, set in motion by a train of clockwork. In the upper roller is a narrow groove into which the style presses the paper and, according to the time the armature is held down, embosses a dot or a dash.""], ""other"": [""1876-1290""]}","{""object_names"": [""morse embosser""], ""makers"": [""Unknown maker""], ""organisations/institutions"": [""Electric Telegraph Company""], ""dates"": [], ""places"": [""United Kingdom""], ""descriptions"": [""telecommunications"", ""morse code embossing machine""], ""other"": []}"
19,10,9,1,2,0,1,1,1,2,1,1,1,4,2,1,1,"{""object_names"": [""MORSE SOUNDER""], ""makers"": [], ""organisations/institutions"": [""British Post Office""], ""dates"": [""1874"", ""1911-17""], ""places"": [""America""], ""descriptions"": [""consists of an electro-magnet having a soft iron armature mounted on a lever which moves between stops."", ""The armature is attracted on the passage of the current, in opposition to the pull of a spring,"", ""each signal consists of two clicks, one as the armature descends when attracted and the other when it returns under the action of the spring,"", ""the interval between the two depending upon whether the signal is a dot or a dash.""], ""other"": [""Prescott's \"" Electricity and the Electric Telegraph,\"" 5th edition, p. 435.""]}","{""object_names"": [""Morse sounder"", ""telecommunications telegraph; telegraph""], ""makers"": [""unknown maker""], ""organisations/institutions"": [""Post Office""], ""dates"": [""1835-1910""], ""places"": [""Unknown place""], ""descriptions"": [""Used by the Post Office from 1874""], ""other"": [""used by the Post Office""]}"
20,10,5,1,1,0,0,1,0,1,1,0,1,5,2,2,0,"{""object_names"": [""A B C RECEIVER""], ""makers"": [], ""organisations/institutions"": [""Wheatstone Collection""], ""dates"": [], ""places"": [], ""descriptions"": [""This instrument is described in Sir C. Wheatstone's patent No. 1241, of 1858, where it is claimed that it works with \""currents of less energy\"" and \""with greater steadiness, certainty, and rapidity\"" than previous instruments."", ""The dial has symbols corresponding with the instrument with which it works."", ""The pointer is fixed on a small escape-wheel of 15 teeth which is propelled by a hair-spring;"", ""the levers are attached to two small magnets fixed to an arbor vibrating between the pole pieces of two small electro-magnets."", ""A button above the dial serves to adjust the pointer by hand, and in the lower part of the case is placed an alarm.""], ""other"": [""Sir C. Wheatstone"", ""1884-114""]}","{""object_names"": [""Wheatstone's ABC telegraph receiver""], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [""England""], ""descriptions"": [""Telecommunications telegraph receivers; telegraph receivers"", ""portable""], ""other"": []}"
21,16,11,1,2,1,1,2,1,2,1,0,1,8,2,2,3,"{""object_names"": [""SIEMENS'S INKWRITER""], ""makers"": [], ""organisations/institutions"": [""H.M. Postmaster-General"", ""Morse""], ""dates"": [""1862 (patent)""], ""places"": [], ""descriptions"": [""embodies their patent of 1862"", ""superseded the Morse embosser, owing to its sensitiveness to weak currents, and to the greater legibility of the marks made"", ""has in turn been superseded by various type-printing telegraphs"", ""form shown is supplied with a signalling key and galvanometer, and was used on lines of moderate length where a relay was not required"", ""armature of the electro-magnet is attached to a hinged lever working between stops; when no current is passing, it is brought to the upper position by a spring"", ""plain disc, fixed to a continuation of the hinged lever, lies behind the paper tape"", ""paper tape, from a horizontal reel contained in a drawer in the base of the instrument, is carried between friction rollers worked by a clock-train controlled by a governor, the train also revolving the inking disc"", ""when the armature is attracted the inking disc is thrown into contact with the paper strip, and, according to the duration of the current, registers a dot or dash"", ""All the parts can be regulated by screw adjustments""], ""other"": [""Inv. 1876-1291""]}","{""object_names"": [""Siemens Morse inker"", ""Siemen's direct writing Morse inker""], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [""England""], ""descriptions"": [""Telecommunications telegraph; telegraph""], ""other"": [""Siemens Brothers and Company Limited"", ""Siemens Brothers and Company Limited"", ""1862 (date of manufacture)""]}"
22,14,8,2,1,0,2,1,1,1,1,2,2,7,1,1,0,"{""object_names"": [""BRIGHT'S BELL INSTRUMENT AND RELAY"", ""relay""], ""makers"": [], ""organisations/institutions"": [""British and Irish Magnetic Telegraph Co""], ""dates"": [""1876""], ""places"": [""Great Britain"", ""Ireland""], ""descriptions"": [""earliest form of acoustic instrument"", ""used by the British and Irish Magnetic Telegraph Co"", ""Two plates or bells of different tones are used to produce a code by means of sound"", ""hammers are fixed to the armatures of two electro-magnets"", ""relay which works being pivoted on a magnetised rod enclosed in a coil"", ""coils consists of two thin permanent magnets placed side by side, their poles being furnished with pole pieces turning inwards"", ""Between these vibrate the ends of two slightly magnetised levers pivoted on vertical axes, the poles of the magnets being so placed that a current in one direction attracts a magnet which closes the local circuit of the right-hand bell and the current in the opposite direction attracts the other magnet which closes the local circuit of the left-hand bell"", ""pedal or tapper-key is used to send the signals""], ""other"": [""Inv. 1876-1286""]}","{""object_names"": [""Bright's bell telegraph""], ""makers"": [""unknown maker"", ""Bright, Sir Charles Tilston""], ""organisations/institutions"": [""Science Museum Group""], ""dates"": [""1855""], ""places"": [""England"", ""United Kingdom""], ""descriptions"": [""Telecommunications telegraph; telegraph""], ""other"": []}"
23,9,3,2,3,1,0,0,0,1,0,0,0,4,0,1,0,"{""object_names"": [""ORIGINAL NEALE SOUNDER""], ""makers"": [""Neale""], ""organisations/institutions"": [], ""dates"": [""1919""], ""places"": [], ""descriptions"": [""This instrument was devised for the purpose of enabling the telegraph operator to read the signals of the single needle code by sound, instead of by sight, thereby making it a more rapid system."", ""The heavy soft iron needle strikes on metal pins attached to the wooden sides of the case."", ""In later patterns, split metal tubes are used to increase the acoustic properties of the dial."", ""The sending portion of the apparatus consists of a double tapper commutator, similar to that used for single-needle instruments.""], ""other"": [""Inv. 1919-246""]}","{""object_names"": [""Telecommunications sounder"", ""sounder""], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [], ""other"": []}"
24,9,4,1,1,0,0,1,0,1,0,0,0,5,3,1,0,"{""object_names"": [""drop-handle single needle""], ""makers"": [], ""organisations/institutions"": [""H.M. Postmaster-General""], ""dates"": [""1911-15""], ""places"": [], ""descriptions"": [""typical example of the drop-handle single needle used by railway companies"", ""receiving portion is of the Varley pattern"", ""two bar magnets are used to magnetise inductively a light horseshoe of soft iron"", ""fixed to the spindle of the indicating needle"", ""capable of turning to the right or left interiorly, according to the direction of the current""], ""other"": [""Plate 2""]}","{""object_names"": [], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""Telecommunications"", ""needles""], ""other"": [""Single needle instrument""]}"
