RowIndex,Old_Total,New_Total,Old_ObjectNames,New_ObjectNames,Old_Makers,New_Makers,Old_Organisations/Institutions,New_Organisations/Institutions,Old_Dates,New_Dates,Old_Places,New_Places,Old_Descriptions,New_Descriptions,Old_Other,New_Other,Unique_to_Old,Unique_to_New
10,12,5,1,1,1,0,2,0,2,1,0,0,4,2,2,1,"{""object_names"": [], ""makers"": [""Prof. Balfour Stewart, F.R.S.""], ""organisations/institutions"": [""Proc. Roy. Soc."", ""Royal Society""], ""dates"": [""1856-57""], ""places"": [], ""descriptions"": [""designed and used by Prof. Balfour Stewart in 1856 to measure the sum of the fluctuations of temperature."", ""Advantage is taken of the difference of capillary force and friction in two tubes of different capacity connected with the same bulb."", ""The thermometer, which consists of two tubes of different bores connected by a bulb in the centre, is set in a horizontal position, when an increase of tem- perature causes the mercury in the wider tube to move from the bulb towards the end, but with a decrease in temperature the mercury in the tube of narrower bore moves towards the bulb."", ""Thus with all changes there is a movement of the mercury in the direction of the extremity of the wider tube, towards which the mercury steadily creeps. The instrument is fitted with a scale, divided into two parts, and graduated from 0 to 180, by means of which the amount of fluctu- ation during any interval of time can be ascertained. The thermometer is set for observation by standing it on end.""], ""other"": [""Inv. 1876-77"", ""Vol. VIII""]}","{""object_names"": [], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""An instrument for measuring the sum of temperature fluctuations."", ""Consists of two tubes of different bores connected by a central bulb. It operates by utilizing the difference in capillary force and friction between the two tubes to indicate temperature changes.""], ""other"": [""FL.2607""]}"
11,13,7,3,1,1,1,1,0,1,1,0,0,6,2,1,2,"{""object_names"": [""experimental mercury-in-glass thermometers"", ""longest instrument"", ""smallest one"", ""other thermometer""], ""makers"": [], ""organisations/institutions"": [""The Meteorological Office""], ""dates"": [], ""places"": [], ""descriptions"": [""of unique design"", ""Each instrument possesses a central bulb and two stems, which are differently disposed in the three cases"", ""a large bulb lies between the two portions of a capillary tube 19 3/8 in. long"", ""the bulb is situated at the lowest point of a U-tube, formed by two stems of different bore, one of them being enamelled behind the mercury column"", ""the bulb is situated at the lower extremity of one of the stems, the second stem joining the first one about 3/8 in. above the bulb, the two stems being parallel and about 3/8 in. apart"", ""mercury-in-glass""], ""other"": [""Inv. 1915-153""]}","{""object_names"": [""Balfour-Stewart experimental mercury thermometers""], ""makers"": [], ""organisations/institutions"": [], ""dates"": [""1856""], ""places"": [], ""descriptions"": [""scales not divided"", ""Meteorology thermometers; thermometers""], ""other"": [""three"", ""Stewart, Balfour""]}"
12,7,5,1,2,1,1,0,0,1,1,0,0,3,1,1,0,"{""object_names"": [""CHRONOTHERMOMETER""], ""makers"": [""W. F. Stanley, Esq.""], ""organisations/institutions"": [], ""dates"": [""1886-77""], ""places"": [], ""descriptions"": [""designed by Mr. Stanley in 1876 for registering temperature cumulatively"", ""An increase of temperature of 1\u00b0 F. is found to accelerate the clock by 17\u00b75 beats per day""], ""other"": [""Inv.""]}","{""object_names"": [""chronothermometer""], ""makers"": [""Stanley, William Ford""], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""Meteorology chronothermometer""], ""other"": []}"
13,6,12,1,2,1,2,0,1,1,1,0,4,2,2,1,0,"{""object_names"": [""SYMONS\u2019S EARTH THERMOMETER""], ""makers"": [""L. Casella, Esq""], ""organisations/institutions"": [], ""dates"": [""1893""], ""places"": [], ""descriptions"": [""designed by G. J. Symons to obviate the difficulties encountered in obtaining ground temperature at different depths""], ""other"": [""Inv. 1893-155""]}","{""object_names"": [""George James Symons type earth thermometer"", ""earth thermometer""], ""makers"": [""Casella"", ""Louis Paschal Casella""], ""organisations/institutions"": [""Science Museum Group""], ""dates"": [""1874""], ""places"": [""London"", ""Greater London"", ""England"", ""United Kingdom""], ""descriptions"": [""with iron tube"", ""Meteorology""], ""other"": [""George James Symons"", ""Symons, George James"", ""Casella, Louis Paschal""]}"
14,6,5,1,1,0,0,1,0,1,1,0,0,2,2,1,1,"{""object_names"": [], ""makers"": [], ""organisations/institutions"": [""The Meteorological Office""], ""dates"": [], ""places"": [], ""descriptions"": [""The bulb of this thermometer is of annular form, and encloses a cylindrical air space running almost the whole length of the bulb, thereby exposing a larger area, and accelerating the action of the thermometer.""], ""other"": [""Inv. 1915-154""]}","{""object_names"": [""Hollow-bulb mercury thermometer""], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""scale not divided"", ""Meteorology thermometers; thermometers""], ""other"": [""1875""]}"
15,8,6,1,1,1,1,1,1,1,0,1,1,2,1,1,1,"{""object_names"": [], ""makers"": [], ""organisations/institutions"": [], ""dates"": [""1915-155""], ""places"": [], ""descriptions"": [""with the stem and graduated scale enclosed in a glass tube""], ""other"": [""Lent by The Meteorological Office""]}","{""object_names"": [], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""A mercury-in-glass thermometer with an enclosed limb. The mercury column is housed within a sealed glass tube, protecting it from external influences and improving accuracy.""], ""other"": []}"
16,7,11,1,2,1,1,1,1,1,1,0,3,2,2,1,1,"{""object_names"": [""WATER THERMOMETER""], ""makers"": [""Negretti and Zambra""], ""organisations/institutions"": [""The Meteorological Office""], ""dates"": [""1892""], ""places"": [], ""descriptions"": [""This thermometer is designed specially for measuring the temperature of water"", ""is of the type supplied to observers at sea""], ""other"": [""Inv. 1892-154""]}","{""object_names"": [""Marine thermometer"", ""marine thermometer""], ""makers"": [""Negretti and Zambra, London, UK""], ""organisations/institutions"": [""Board of Trade""], ""dates"": [""c. 1890"", ""1890""], ""places"": [""London"", ""Greater London"", ""England"", ""United Kingdom""], ""descriptions"": [""Meteorology marine thermometer""], ""other"": [""B.T. [Board of Trade] 4208""]}"
17,11,9,1,2,1,1,1,1,1,1,1,2,5,2,1,0,"{""object_names"": [], ""makers"": [], ""organisations/institutions"": [""The Admiralty""], ""dates"": [], ""places"": [""British Antarctic Expedition""], ""descriptions"": [""adapted for hypsometrical measurements"", ""mercury-in-glass thermometer"", ""graduated to read from 180\u00b0 F. to 215\u00b0 F. in fifths of a degree"", ""Immediately above the bulb is an enlargement of the bore""], ""other"": [""Inv. 1911-168""]}","{""object_names"": [""Boiling-point thermometer (ex Antarctic Expedition, 1901)""], ""makers"": [""L. Casella, London, England""], ""organisations/institutions"": [], ""dates"": [""1895-1898""], ""places"": [""London, England"", ""United Kingdom""], ""descriptions"": [""Meteorology""], ""other"": []}"
18,10,12,1,2,1,1,1,3,1,1,0,4,5,1,1,0,"{""object_names"": [""BALLOON THERMOMETER""], ""makers"": [""Casella""], ""organisations/institutions"": [""The Meteorological Office""], ""dates"": [""1894""], ""places"": [], ""descriptions"": [""very sensitive thermometer"", ""constructed in order to obtain accurate indications of the temperature of the layers of air through which a balloon might be passing rapidly"", ""mercury-in-glass thermometer"", ""provided with a long bulb of narrow bore, and mounted fully exposed to the air, so as to reduce the lag to a minimum"", ""delicacy of construction, however, renders it very fragile, and liable to damage from the bumping which frequently accompanies balloon descents""], ""other"": [""graduated in degrees from -10\u00b0 to 105\u00b0 F.""]}","{""object_names"": [""Balloon thermometer""], ""makers"": [""L. Casella""], ""organisations/institutions"": [""London, England"", ""Greater London, England"", ""United Kingdom""], ""dates"": [], ""places"": [""London"", ""England"", ""Greater London"", ""United Kingdom""], ""descriptions"": [""Meteorology""], ""other"": []}"
19,11,11,1,2,1,1,1,1,0,1,0,4,6,2,2,0,"{""object_names"": [""AEROPLANE THERMOMETER""], ""makers"": [""Hicks""], ""organisations/institutions"": [""The Meteorological Office""], ""dates"": [], ""places"": [], ""descriptions"": [""designed for use on aeroplanes, for indicating atmospheric temperature"", ""has now been replaced by an improved type"", ""consists of a large bulb filled with coloured liquid, which also partially fills the long column"", ""bulb is enclosed in a polished metal cover, which affords protection from sunshine, and is ventilated to allow free passage of the air"", ""mounted on a strut of the aeroplane some distance from the engine"", ""somewhat sluggish in action, and is unreliable when the machine is ascending or descending rapidly""], ""other"": [""graduated in degrees from 40\u00b0 to 82\u00b0 F"", ""Inv. 1919-516""]}","{""object_names"": [""Aeroplane thermometer"", ""aircraft thermometer""], ""makers"": [""James J. Hicks""], ""organisations/institutions"": [""Science Museum Group""], ""dates"": [""1919""], ""places"": [""London"", ""Greater London"", ""England"", ""United Kingdom""], ""descriptions"": [""Meteorology aircraft thermometer""], ""other"": []}"
20,9,12,1,2,1,2,0,1,1,1,0,4,5,2,1,0,"{""object_names"": [""PHILLIPS'S MAXIMUM THERMOMETER""], ""makers"": [""L. Casella, Esq.""], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""the temperature is registered by means of a separate portion of the column"", ""It consists of a mercury-in-glass thermometer, the index of which is a portion of the mercurial column separated from the remainder by an air bubble"", ""The instrument is mounted horizontally, so that with a rise of temperature the detached portion moves to the right, but remains in its extreme position on a subsequent fall of temperature"", ""The end of the index further from the bulb then indicates the maximum temperature attained"", ""This type of thermometer""], ""other"": [""Inv. 1893-153""]}","{""object_names"": [""phillips type maximum thermometer""], ""makers"": [""L. Casella"", ""Phillips, Prof.""], ""organisations/institutions"": [""Science Museum Group""], ""dates"": [], ""places"": [""London"", ""Greater London"", ""England"", ""United Kingdom""], ""descriptions"": [""Meteorology"", ""phillips type""], ""other"": []}"
21,12,11,1,2,1,1,1,1,2,1,0,4,5,2,2,0,"{""object_names"": [""STANDARD MAXIMUM THERMOMETER""], ""makers"": [], ""organisations/institutions"": [], ""dates"": [""1852""], ""places"": [], ""descriptions"": [""self-registering instrument was designed and patented by Messrs. Negretti and Zambra in 1852 to indicate the maximum temperature reached since the previous observation."", ""The thermometer stem is bent at right angles about an inch above the bulb, and near the bend is inserted a small piece of solid glass enamel which acts as a valve, allowing mercury to pass over it only on the application of heat."", ""On subsequent cooling the column of mercury which has passed the valve cannot recede past the constriction, so that it remains in position and registers the maximum temperature."", ""After a reading has been taken the thermometer can be reset by gently shaking the mercury past the constriction, until the lower portion of the stem is completely filled."", ""The instrument is graduated in degrees from 10\u00b0 F. to 146\u00b0 F.""], ""other"": [""designed and patented by Messrs. Negretti and Zambra in 1852"", ""Pat. Specn., No. 14002 of 1852."", ""Inv. 1921-318.""]}","{""object_names"": [""Standard maximum thermometer""], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [""London"", ""Greater London"", ""England"", ""United Kingdom""], ""descriptions"": [""Meteorology maximum thermometer; maximum thermometer""], ""other"": []}"
22,10,6,2,2,1,1,1,1,2,0,0,0,3,2,1,0,"{""object_names"": [""RUTHERFORD'S MINIMUM THERMOMETER""], ""makers"": [""L. Casella, Esq.""], ""organisations/institutions"": [""Trans. Roy. Soc., Edin.""], ""dates"": [""1794"", ""1893""], ""places"": [], ""descriptions"": [""This type of minimum thermometer was designed by Dr. Rutherford in 1794 and is still in use."", ""It is a spirit thermometer, in the column of which is a glass index."", ""It is mounted horizontally so that a decrease of temperature causes the spirit to recede to the left, carrying back the index to the lowest position, where it remains when the temperature subsequently rises. The minimum temperature is then registered by the end of the index remote from the bulb. The instrument is set by tilting until the index slides up to the meniscus. A scale is etched on the thermometer stem and graduated in degrees from 0\u00b0 to 135\u00b0 F.""], ""other"": [""Inv. 1893-158""]}","{""object_names"": [], ""makers"": [""L. Casella""], ""organisations/institutions"": [""Science Museum Group""], ""dates"": [], ""places"": [], ""descriptions"": [""Meteorology thermometer, minimum"", ""thermometer, minimum""], ""other"": []}"
23,8,13,1,3,1,1,0,1,1,1,0,4,4,3,1,0,"{""object_names"": [""STANDARD MINIMUM THERMOMETER""], ""makers"": [""Messrs. Negretti and Zambra""], ""organisations/institutions"": [], ""dates"": [""1794 (Principle proposed)""], ""places"": [], ""descriptions"": [""This self-registering minimum thermometer is constructed on the principle proposed by Rutherford in 1794."", ""This alcohol thermometer is used horizontally and a small glass index floats in the spirit, its end furthest from the bulb being flattened."", ""The instrument is set by inclining it with the bulb uppermost, until the index reaches the meniscus of the indicating column, after which it is again placed in the horizontal position."", ""Any subsequent decrease of temperature causes the index to be drawn back to the lowest point to which the alcohol recedes, but an increase of temperature has no effect, so that the end of the index remote from the bulb registers the minimum temperature which has been attained.""], ""other"": [""Inv. 1921-319""]}","{""object_names"": [""Standard Rutherford minimum thermometer"", ""Standard Rutherford minimum thermometer"", ""Meteorology minimum thermometer; minimum thermometer""], ""makers"": [""Negretti and Zambra"", ""Rutherford, John, Baron""], ""organisations/institutions"": [""Science Museum Group""], ""dates"": [""1790 (designed)""], ""places"": [""London"", ""Greater London"", ""England"", ""United Kingdom""], ""descriptions"": [""by Negretti and Zambra.""], ""other"": []}"
24,11,14,2,2,1,1,1,3,1,1,0,4,5,2,1,1,"{""object_names"": [""MINIMUM ALCOHOL THERMOMETER"", ""Rutherford's principle""], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""constructed on Rutherford's principle"", ""provided with a forked bulb which increases its sensitiveness"", ""The instrument is mounted on a block of ebonite, beyond which the bifurcated bulb projects"", ""The large surface area of the bulb tends to reduce sluggishness, and to improve the sensitiveness of the instrument"", ""The stem is graduated in degrees from - 20\u00b0 to 118\u00b0 F""], ""other"": [""Lent by L. Casella, Esq.""]}","{""object_names"": [""Minimum thermometer with bifurcated bulb""], ""makers"": [""Louis Casella""], ""organisations/institutions"": [""Science Museum Group"", ""London"", ""Greater London"", ""England"", ""United Kingdom""], ""dates"": [""c. 1873""], ""places"": [], ""descriptions"": [""Meteorology minimum thermometer"", ""minimum thermometer""], ""other"": [""L. Casella""]}"
25,13,8,2,2,1,2,2,1,1,1,0,0,6,2,1,0,"{""object_names"": [""MERCURIAL MINIMUM THERMOMETER""], ""makers"": [""G. J. Symons, F.R.S.""], ""organisations/institutions"": [""Pat. Specn.""], ""dates"": [], ""places"": [], ""descriptions"": [""to indicate the minimum temperature attained since a prior observation was made"", ""The large bulb of the thermometer is connected to a fine capillary tube, above which and continuous with it is a tube of wider bore, provided with a graduated scale and terminating at its upper end in a small bulb"", ""A steel index pointed at both ends is free to move along the wider tube, and when set for observation its upper point is brought to the mercury level"", ""With any contraction of the mercury column, the index falls by its own weight, but with increase of temperature the mercury expands and rises in the tube, passing the index and forcing it to the side of the tube, where it remains firmly fixed, and indicates the minimum temperature reached by the position of its upper point"", ""A magnet serves to adjust the index, thereby setting the instrument for another observation"", ""The scale is graduated in degrees from - 47\u00b0 to 126\u00b0 F.""], ""other"": [""Inv. 1893-129.""]}","{""object_names"": [], ""makers"": [""Negretti and Zambra (designer)"", ""Negretti and Zambra (maker)""], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""Thermometer broken"", ""Meteorology""], ""other"": []}"
26,9,11,1,2,1,1,1,1,1,1,0,4,3,2,2,0,"{""object_names"": [""MERCURIAL MINIMUM THERMOMETER""], ""makers"": [""C. F. Casella & Co., Ltd.""], ""organisations/institutions"": [""C. F. Casella & Co., Ltd.""], ""dates"": [""1861""], ""places"": [], ""descriptions"": [""to indicate the minimum temperature attained subsequent to the previous reading"", ""It is an ordinary mercury in glass thermometer, supported with its stem horizontal. About 1.5 in. from the bulb this horizontal stem is fitted with a lateral chamber, shouldered near its extremity, into which the mercury expands as the temperature rises, while the position of the mercury in the indicating stem remains stationary. Subsequent fall of temperature causes the mercury to recede in the stem, while that in the lateral chamber is unaffected. In this way the thermometer continually indicates the minimum temperature attained since it was last set.""], ""other"": [""See Pat. Specn., No. 2100 of 1861"", ""Inv. 1921-314""]}","{""object_names"": [""Mercury maximum thermometer"", ""maximum thermometer""], ""makers"": [""L. Casella""], ""organisations/institutions"": [""L. Casella""], ""dates"": [""1861-1872""], ""places"": [""London"", ""Greater London"", ""England"", ""United Kingdom""], ""descriptions"": [""Meteorology maximum thermometer""], ""other"": []}"
27,13,10,2,4,1,2,1,0,1,1,0,0,6,3,2,0,"{""object_names"": [""HICKS MERCURIAL MINIMUM THERMOMETER"", ""mercurial minimum thermometer""], ""makers"": [""Hicks""], ""organisations/institutions"": [""The Royal Meteorological Society""], ""dates"": [], ""places"": [], ""descriptions"": [""In this form of instrument, which was introduced in 1861, the temperature is ascertained by the measurement of a detached portion of the mercurial column."", ""In the bulb is a piece of platinum wire extending from a contraction at the neck to the bottom, and above the bulb is a small air bubble by which the column is divided."", ""During a fall of temperature, mercury passes below the air bubble (when it is in its lowest position at the neck of the bulb) into the bulb, thus shortening the column; on the temperature rising, the air bubble is raised and carries along with it the detached column unaltered in length."", ""To take a reading, the zero of the scale is brought into line with the upper part of the air bubble, when the number corresponding to the top of the upper column will give the minimum temperature."", ""See Pat. Specn., 1861, No. 1244.""], ""other"": [""Inv. 1915-420"", ""1861""]}","{""object_names"": [""Hicks patent mercurial minimum thermometer with brass sliding scale"", ""thermometer"", ""meteorology thermometer"", ""minimum thermometer""], ""makers"": [""Hicks"", ""James Joseph Hicks""], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""with brass sliding scale"", ""Meteorology thermometer, minimum""], ""other"": []}"
28,8,11,1,2,1,1,2,1,1,1,0,4,1,2,2,0,"{""object_names"": [""MERCURIAL MINIMUM THERMOMETER""], ""makers"": [], ""organisations/institutions"": [""Negretti and Zambra""], ""dates"": [], ""places"": [], ""descriptions"": [""This self-registering instrument was designed and patented by Messrs. Negretti and Zambra in 1862, to indicate the minimum temperature reached since the previous observation. Attached to the stem of the thermometer, and about an inch above the cylindrical bulb, is a supplementary tube, in which is inserted a small platinum plug. The thermometer is used horizontally, and if it is inclined the mercury flows along the supplementary tube until it reaches the plug. On a decrease of temperature the mercury will fall in the indicating column until it attains its minimum temperature, and on a subsequent increase of temperature the mercury will rise in the supplementary tube, so that the indicating column will continue to register the minimum temperature. To reset the instrument, the bulb end of the thermometer is raised until the mercury again comes in contact and is checked by the plug.""], ""other"": [""Designed and patented in 1862."", ""Pat. Specn., No. 1223 of 1862. Inv. 1921-320.""]}","{""object_names"": [""Minimum thermometer"", ""Mercurial minimum thermometer""], ""makers"": [], ""organisations/institutions"": [""Science Museum Group""], ""dates"": [], ""places"": [""London"", ""Greater London"", ""England"", ""United Kingdom""], ""descriptions"": [""Meteorology"", ""minimum thermometer""], ""other"": []}"
