RowIndex,object_number,secondary_identifier,whole_or_part,item_count,collection,legal_status,object_name,description,location,hazards,makers_and_associated_people,place_made,date_made,materials,measurements,interpretation,interpretation_source,interpretation_date,harmful_language,outdated_language
34,1913-456,,Whole,N/A,,loaned,"TRACTOR AIRSCREW, SHOWING METHOD OF CONSTRUCTION","Modern airscrews are built up of from four to eight separate laminations of walnut or mahogany, which are glued together stepwise. When set, the whole is pegged, and the sections at various points are worked out in accordance with the drawings, the remainder of the material being shaped in smooth curves to correspond. The four-bladed tractor airscrew shown, illustrates this process. The B.E. 2 type tractor airscrew represented is constructed of five laminæ of walnut glued together. One blade is shown in this, the first stage of manufacture. The second blade shows the glued-up block pegged and cut away, being shaped into curves to agree with the sections at various points previously determined from drawings. The third blade illustrates the stage prior to varnishing. The shaping to final section was accomplished by hand, special attention being paid to the leading and trailing edges. The pitch angle and blade section was checked, and the whole sand-papered and covered with a wood-filler. The fourth blade shows the airscrew in its finished state. The wood has been given two or three successive coats of copal varnish, being rubbed down after each coat with powdered pumice and a final coat of varnish applied.",,,"[{'name': 'The War Office', 'role': 'lender'}]",,1913,walnut; mahogany; wood; copal varnish; pumice,,"Modern airscrews are built up of from four to eight separate laminations of walnut or mahogany, which are glued together stepwise. When set, the whole is pegged, and the sections at various points are worked out in accordance with the drawings, the remainder of the material being shaped in smooth curves to correspond. The four-bladed tractor airscrew shown, illustrates this process. The B.E. 2 type tractor airscrew represented is constructed of five laminæ of walnut glued together. One blade is shown in this, the first stage of manufacture. The second blade shows the glued-up block pegged and cut away, being shaped into curves to agree with the sections at various points previously determined from drawings. The third blade illustrates the stage prior to varnishing. The shaping to final section was accomplished by hand, special attention being paid to the leading and trailing edges. The pitch angle and blade section was checked, and the whole sand-papered and covered with a wood-filler. The fourth blade shows the airscrew in its finished state. The wood has been given two or three successive coats of copal varnish, being rubbed down after each coat with powdered pumice and a final coat of varnish applied.",,1913,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
35,35,1913-574,Whole,6,NORMALE,loaned,TYPE PROPELLERS,"These six specimens illustrate the various stages in the manufacture of a type of square-bladed propeller used by the pioneers of flight. The method of construction is similar to that described in the adjacent exhibit of a tractor airscrew of the B.E.2 type. The first specimen (on the left) shows the four separated laminations of walnut arranged stepwise with twelve rivets in position. The second specimen shows the laminations glued together and held tight by the rivets. The third specimen shows the laminations cut away for final shaping, the rivets having been removed. The fourth specimen illustrates the stage prior to sheathing. The wood has been shaped to the correct curvature and planed. The fifth specimen shows the propeller with tips sheathed and ready for varnishing. The sixth specimen shows the complete polished and varnished propeller.",,,"[{'name': 'The Dover Aviation Co., Ltd.', 'role': 'donor'}]",[],,"['walnut', 'rivets', 'wood']",[],"['illustrate the various stages in the manufacture of a type of square-bladed propeller used by the pioneers of flight.', 'The method of construction is similar to that described in the adjacent exhibit of a tractor airscrew of the B.E.2 type.']",[],1913,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['pioneers of flight']}"
36,1920,1920-448,Whole,N/A,ARMOURED PROPELLER,loaned,ARMOURED PROPELLER,"This propeller has been fitted with a sheathing of naval brass in order to render it, to some extent, proof against machine-gun fire and other projectiles. The metal covering is designed to deflect projectiles, and to prevent thereby any penetration and consequent damage to the propeller. The metal sheathing has been set flush with the blade and riveted at regular intervals over its whole area. The rivets have been applied alternately from face and back, headed and filed to form a smooth surface. The whole sheathing was subsequently machined in order to give it the correct shape.",,,"[{'name': 'The Integral Propeller Co., Ltd.', 'role': 'lender'}]",[],,naval brass,,"This propeller has been fitted with a sheathing of naval brass in order to render it, to some extent, proof against machine-gun fire and other projectiles. The metal covering is designed to deflect projectiles, and to prevent thereby any penetration and consequent damage to the propeller.",,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
37,1913,1913-659,Part,N/A,WILBUR WRIGHT CONTROL,donated,Control Mechanism of Early Wright Biplane,"This shows the general arrangement and details of the control mechanism on the early type of Wright biplane. The tail has been shortened and the main planes cut away, a special frame being arranged to demonstrate the warp of the wings. The portions coloured grey are those of the actual biplane. A detailed description of this control is given in the label shown with the model of the 1908 type of Wright biplane (see No. 7).",,,"[{'name': 'Wilbur Wright', 'role': 'maker'}, {'name': 'Lieut.-Colonel F. K. McClean', 'role': 'donor'}]",,,,,"This shows the general arrangement and details of the control mechanism on the early type of Wright biplane. The tail has been shortened and the main planes cut away, a special frame being arranged to demonstrate the warp of the wings.",label shown with the model of the 1908 type of Wright biplane,1913,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['Lieut.-Colonel']}"
38,BLÉRIOT CONTROL,1920-33,Part,N/A,,,BLÉRIOT CONTROL,"This is a portion of the Blériot monoplane which first crossed the Irish Channel from Holyhead to Dublin on 26th April, 1912. The control is of the type patented by M. Blériot in 1908. The mechanism consists of a hand lever universally jointed to a bracket, which is supported by a platform on the fuselage. At the lower end of the lever is a bell-shaped fitting, called the “cloche,” to the edge of which four wires are attached at equal intervals. The fore-and-aft wires operate the rear elevator, whilst those at the side operate the wing warping. The latter control wires do not lead directly to the wing tips from the cloche, but are taken to a rocking lever, supported at the apex of an inverted triangular mast attached to the underside of the fuselage. This rocking lever actuates a drum, round which the wires to the wing tips are wound in opposite directions. The vertical hand lever also carries the ignition advance lever and a throttle lever. A pedal operates the rudder (see model of Blériot monoplane. No. 10). Inv.",,,"[{'name': 'D. S. B. Shannon', 'role': 'Presenter'}, {'name': 'Blériot', 'role': 'Patentee'}]",[],"['1908', '1912']",['wires'],[],"This is a portion of the Blériot monoplane which first crossed the Irish Channel from Holyhead to Dublin on 26th April, 1912. The control is of the type patented by M. Blériot in 1908.",,1920,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
39,1,1907-28,Whole,N/A,ENGINE FOR HENSON-STRINGFELLOW FLYING MACHINE MODEL,donated,ENGINE FOR HENSON-STRINGFELLOW FLYING MACHINE MODEL,"This steam engine was constructed to provide power for propelling the model shown suspended from the ceiling (see No. 1). It was placed inside the car, at the after end, in a vertical position, and was connected with the propeller on the flying machine by endless cords running over the wooden pulleys shown. The engine is direct-acting, and has a single cylinder 1·5 in. diameter, by 3 in. stroke. On the crank-shaft is fixed the grooved pulley for driving the propellers. The framework consists of an angle-iron structure containing the bearings for the crank-shaft and supporting the cylinder. The boiler consisted of 50 inverted truncated cones arranged around and above the furnace, and connected with a steam drum; they presented 100 sq. ft. of heating surface. The air-cooled tubular condenser gave a vacuum of from 5 to 8 lb. The speed of this model engine was to be 300 revolutions per minute, and the actual engine was intended to develop 25 to 30 h.p.",,,"[{'name': 'C. H. M. A. Alderson', 'role': 'presenter'}]",[],,"['angle-iron', 'wood']","['1·5 in. diameter', '3 in. stroke', '50', '100 sq. ft.', '5 to 8 lb.', '300 revolutions per minute', '25 to 30 h.p.']","This steam engine was constructed to provide power for propelling the model shown suspended from the ceiling (see No. 1). It was placed inside the car, at the after end, in a vertical position, and was connected with the propeller on the flying machine by endless cords running over the wooden pulleys shown. The engine is direct-acting, and has a single cylinder 1·5 in. diameter, by 3 in. stroke. On the crank-shaft is fixed the grooved pulley for driving the propellers. The framework consists of an angle-iron structure containing the bearings for the crank-shaft and supporting the cylinder. The boiler consisted of 50 inverted truncated cones arranged around and above the furnace, and connected with a steam drum; they presented 100 sq. ft. of heating surface. The air-cooled tubular condenser gave a vacuum of from 5 to 8 lb. The speed of this model engine was to be 300 revolutions per minute, and the actual engine was intended to develop 25 to 30 h.p.",,1907,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
40,V,1896-98. S.M. 1385. L.S.,Whole,N/A,ENGINES AND PROPELLER FOR FLYING MACHINE,donated,Compound Engines and Two-Bladed Propeller,"One of the compound engines and the two-bladed propeller which it drove on Sir Hiram Maxim’s flying machine are shown. The engine weighs only 300 lb. and exerts 180 h.p., or over ·5 h.p. for every pound of weight. The high-pressure cylinder is 5·05 in., and the low-pressure 8 in. diameter, with a stroke of 12 in. Steam is distributed by piston valves with a travel of 3 in.; the high-pressure cut-off is at ·75 of the stroke, and the low pressure at ·625. The speed of the engines is 375 revolutions per minute. The boiler pressure is 300 lb. per sq. in. The propeller is 17·83 ft. diameter, of the two-bladed type, 16 ft. pitch, and 5·16 ft. wide; the two engines and propellers have driven the machine along at the speed of 40 miles per hour, and obtained a horizontal thrust of 2,000 lb. from the air passing them.",,,"[{'name': 'Sir Hiram Maxim', 'role': 'donor'}, {'name': 'Sir Hiram Maxim', 'role': 'inventor'}]",,1896,,"['300 lb.', '180 h.p.', '·5 h.p.', '5·05 in.', '8 in.', '12 in.', '3 in.', '·75 of the stroke', '·625', '375 revolutions per minute', '300 lb. per sq. in.', '17·83 ft.', '16 ft.', '5·16 ft.', '40 miles per hour', '2,000 lb.']","One of the compound engines and the two-bladed propeller which it drove on Sir Hiram Maxim’s flying machine are shown. The high-pressure cylinder is 5·05 in., and the low-pressure 8 in. diameter, with a stroke of 12 in. Steam is distributed by piston valves with a travel of 3 in.; the high-pressure cut-off is at ·75 of the stroke, and the low pressure at ·625. The speed of the engines is 375 revolutions per minute. The boiler pressure is 300 lb. per sq. in. The propeller is 17·83 ft. diameter, of the two-bladed type, 16 ft. pitch, and 5·16 ft. wide; the two engines and propellers have driven the machine along at the speed of 40 miles per hour, and obtained a horizontal thrust of 2,000 lb. from the air passing them.",,1896,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
41,1913-427,,Whole,N/A,,loaned,AEROPLANE ENGINE,"The example shown is a four-cycle vertical cylinder engine, embodying the patents taken out by Mr. G. Green and others in 1904–5, and is especially designed for use on flying machines. This engine was entered for the Alexander Motor Prize Competition, 1911, and was awarded the prize of £1,000 offered by Mr. P. Y. Alexander. It has four cylinders, 140 mm. (5·5 in.) diameter by 146 mm. (5·85 in.) stroke, which, with their valve chambers, are separate steel castings, and are held to a closed aluminium crank chamber by lugs on the lower flanges of the cylinders. Copper water jackets are employed, and by the use of a special joint at their lower ends are free to expand and contract. A grooved flange formed on the cylinder contains a rubber ring, over which the jacket is forced by being slightly bell-mouthed. It is stated that the joint thus made is perfectly watertight, while allowing free movement of the jacket. The crank chamber is an aluminium casting, webbed on the inside to provide bearings for the crank-shaft, and having a separate lower portion attached to the casting by aluminium straps; this lower portion forms an oil sump. At one end of the crank-shaft, which is hollow, is a pair of gear wheels that drive the magneto and cam-shaft spindles. These wheels are enclosed by the end plate of the crank chamber, and on this plate is the bracket supporting the magneto and water pump. The cam-shaft, which is arranged above the cylinders, is driven from the crank-shaft by a vertical spindle at its end, a pair of bevel wheels at the top of the spindle and the gear wheels at the bottom forming the connecting links. Completely enclosing the cam-shaft is an aluminium case, providing bearings for its support, the case being itself supported by four brackets above the cylinders. The inlet and exhaust valves are of the mushroom type, mounted in cylindrical cages, and are held down by aluminium nuts, which form domes over the valve springs. The valves are operated from the cam-shaft by rocking levers pivoted on extensions of the cam-shaft casing. Auxiliary exhaust ports are provided in the cylinder walls just below the water jackets.",,,"[{'name': 'G. Green', 'role': 'patent holder'}, {'name': 'Alexander', 'role': 'prize donor'}, {'name': 'The Green Engine Co., Ltd.', 'role': 'lender'}]",,['1904–5'],"['steel', 'aluminium', 'copper', 'rubber']","['140 mm. (5·5 in.) diameter', '146 mm. (5·85 in.) stroke']","['especially designed for use on flying machines.', 'entered for the Alexander Motor Prize Competition, 1911, and was awarded the prize of £1,000 offered by Mr. P. Y. Alexander.', 'It is stated that the joint thus made is perfectly watertight, while allowing free movement of the jacket.', 'The crank chamber is an aluminium casting, webbed on the inside to provide bearings for the crank-shaft, and having a separate lower portion attached to the casting by aluminium straps; this lower portion forms an oil sump.', 'At one end of the crank-shaft, which is hollow, is a pair of gear wheels that drive the magneto and cam-shaft spindles.', 'The cam-shaft, which is arranged above the cylinders, is driven from the crank-shaft by a vertical spindle at its end, a pair of bevel wheels at the top of the spindle and the gear wheels at the bottom forming the connecting links.', 'Completely enclosing the cam-shaft is an aluminium case, providing bearings for its support, the case being itself supported by four brackets above the cylinders.', 'The inlet and exhaust valves are of the mushroom type, mounted in cylindrical cages, and are held down by aluminium nuts, which form domes over the valve springs.', 'The valves are operated from the cam-shaft by rocking levers pivoted on extensions of the cam-shaft casing.', 'Auxiliary exhaust ports are provided in the cylinder walls just below the water jackets.']",,1913,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
42,150,1919-427,Whole,N/A,H.P. GREEN AERO ENGINE,donated,H.P. GREEN AERO ENGINE,"Presented by The Air Ministry, 1919. Plate V, No. 2. Inv. 1919-427. S.M. 1381. L.S.",,,"[{'name': 'The Air Ministry', 'role': 'donor'}]",,1919,,,,,,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
43,90,1920-39,Whole,N/A,H.P. R.A.F. AERO ENGINE,loaned,AERO ENGINE,"This is an air-cooled eight-cylinder, V-type engine, and is similar in design to a Renault. It has several improvements, however, the chief of these being the mounting of the crank-shaft and cam-shaft on ball and roller bearings. Two branch pipes convey it to two of the main bearing caps, whence it flows outwards on either side to oiling rings or oil throwers fixed on to the crank webs. From these the oil is centrifugally forced through the crank-pins to the big end bearings. Splash lubrication only is provided for the main roller bearings and cylinders. The engine is cooled by the draught from the airscrew, combined with the draught due to the forward motion of the aeroplane. It is fitted with a cowl so that, when in flight, the air entering at the front can only escape round and between the fins on the cylinders. The gases from the two throttle chambers of a double Claudel-Hobson R.A.F.-type carburetter pass up through cored passages in the flywheel cover, and thence through copper induction pipes to the cylinders, while ignition is effected by two magnetos placed on a bracket on the flywheel cover. The principal data of the engine are: Normal b.h.p., 93; weight of engine, 450 lb.; bore, 100 mm.; stroke, 140 mm.; normal speed of rotation, 1,600 revolutions per minute; petrol consumption, 8.5 gallons per hour; oil consumption, 0.5 gallons per hour; order of firing, 1, 5, 3, 7, 4, 8, 2, 6. Inlet valve opens 1.5 mm. after top dead centre, and closes 16 mm. after bottom dead centre. Exhaust valve opens 22 mm. before bottom dead centre, and closes 1 mm. after top dead centre. Ignition occurs 12 mm. before top dead centre.",,,"[{'name': 'Renault', 'role': 'similar in design to'}, {'name': 'Claudel-Hobson', 'role': 'carburetter manufacturer'}]",,,copper,"weight of engine, 450 lb.; bore, 100 mm.; stroke, 140 mm.; normal speed of rotation, 1,600 revolutions per minute; petrol consumption, 8.5 gallons per hour; oil consumption, 0.5 gallons per hour; Inlet valve opens 1.5 mm. after top dead centre, and closes 16 mm. after bottom dead centre. Exhaust valve opens 22 mm. before bottom dead centre, and closes 1 mm. after top dead centre. Ignition occurs 12 mm. before top dead centre.","This is an air-cooled eight-cylinder, V-type engine, and is similar in design to a Renault. It has several improvements, however, the chief of these being the mounting of the crank-shaft and cam-shaft on ball and roller bearings. The engine is cooled by the draught from the airscrew, combined with the draught due to the forward motion of the aeroplane. It is fitted with a cowl so that, when in flight, the air entering at the front can only escape round and between the fins on the cylinders.",,1920,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['Ministry of Munitions']}"
44,4A,1920-38,Whole,N/A,R.A.F.,loaned,TYPE AERO ENGINE,"The general arrangement of this engine, which was built in large numbers, and used successfully in the early part of the war, is identical with that of the smaller type. It is a 12-cylinder, V-type, air-cooled engine, the two sets of cylinders being arranged at an angle of 60 degrees. Two B. and B. type carburetters are fitted, while ignition is effected by two six-cylinder B.T.H. magnetos attached to brackets on the propeller end of the engine.",,,"[{'name': 'The Disposal Board, Ministry of Munitions', 'role': 'donor'}]",,,,"Normal b.h.p., 160; weight, 630 lb.; normal speed of rotation, 1,800 revolutions per minute; order of firing, 1, 7, 4, 10, 2, 8, 6, 12, 3, 9, 5, 11. A 2 to 1 reduction gear is fitted.","Built in large numbers, and used successfully in the early part of the war.",,1920,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
45,1920-37,,Whole,N/A,SUNBEAM “COSSACK” AERO ENGINE,loaned,SUNBEAM “COSSACK” AERO ENGINE,"The “Cossack” is a development of the 12-cylinder Sunbeam engine which had four valves per cylinder, and is the first type of this engine in which the size of the cylinders was increased. It was specially designed for use in airships. It has 12 cast-iron cylinders arranged in two rows of six each, set in “V” formation at an angle of 60 degrees to each other. The cylinders are cast in blocks of three, and each cylinder is provided with two inlet valves and two exhaust valves of high chrome steel, which are operated by overhead cam-shafts, one to each set of valves, each shaft being driven by a train of gears from the crank-shaft. The connecting-rods are of the articulated pattern, of “H” section nickel chrome steel, and the pistons of aluminium. Lubrication is on the “dry base” principle, and is by gear-wheel pumps, three pumps being fitted. Carburation is effected by four Claudel-Hobson (C.Z.S. 42) carburetters, the petrol feed being by pressure or gravity. Ignition is by means of four B.T.H. (P.M. 6) magnetos furnishing independent sparks for two sparking plugs fitted to each cylinder. The engine is of the water-cooled type, the circulation being maintained by a centrifugal pump, while a special arrangement is also made for the exhaust to be water-cooled, a governor being fitted which automatically cuts off the ignition when the engine reaches a speed of 2,500 revolutions per minute, or when the oil pressure falls below 20 lb. per sq. in. The early types of this engine have two magnetos and covers, inside exhaust pipes, outside carburetters, geared propeller shaft, and air starter mechanism; but later types have four magnetos and covers, inside exhausts, outside carburetters, geared propeller, and air and hand starter.",,,"[{'name': 'The Disposal Board, Ministry of Munitions', 'role': 'lender'}]",,,cast-iron;high chrome steel;nickel chrome steel;aluminium,"Weight, 1,200 lb.; h.p., 350; normal speed of rotation, 2,000 revolutions per minute; reduction gear ratio, 2 : 1; bore, 110 mm.; stroke, 160 mm.; petrol consumption, 24 gallons per hour; oil consumption, 1.75 gallons per hour; order of firing, 1, 1a, 5, 5a, 3, 3a, 6, 6a, 2, 2a, 4, 4a; inlet valve opens 3 mm. before top dead centre and closes 20 mm. after bottom dead centre; exhaust valve opens 18 mm. before bottom dead centre and closes 5 mm. after top dead centre; ignition occurs (fully advanced), 17 mm. before top dead centre","The “Cossack” is a development of the 12-cylinder Sunbeam engine which had four valves per cylinder, and is the first type of this engine in which the size of the cylinders was increased. It was specially designed for use in airships.  a governor being fitted which automatically cuts off the ignition when the engine reaches a speed of 2,500 revolutions per minute, or when the oil pressure falls below 20 lb. per sq. in. The early types of this engine have two magnetos and covers, inside exhaust pipes, outside carburetters, geared propeller shaft, and air starter mechanism; but later types have four magnetos and covers, inside exhausts, outside carburetters, geared propeller, and air and hand starter.",,1920,"{'count': 0, 'terms': []}","{'count': 0, 'terms': []}"
46,46,1920-36,Whole,N/A,SUNBEAM,,“Nubian II.” Aero Engine,"The “Nubian” is an earlier type of the “Cossack” aero engine (see No. 46), but has eight cylinders only, the two blocks being set at 90 degrees. Details of construction and design are almost identical with those of the “Cossack” engine.",,,"[{'name': 'The Disposal Board, Ministry of Munitions', 'role': 'maker'}]",[],1920,[],"['b.h.p., 164', 'normal speed of rotation, 2,100 revolutions per minute', 'reduction gear ratio, 1.625 : 1', 'rotational speed of propeller, 1,290 revolutions per minute']","The “Nubian” is an earlier type of the “Cossack” aero engine (see No. 46), but has eight cylinders only, the two blocks being set at 90 degrees. Details of construction and design are almost identical with those of the “Cossack” engine.",,,"{'count': 1, 'terms': ['Nubian']}","{'count': 0, 'terms': []}"
47,B.R.I.,1920-44,Whole,N/A,,loaned,AERO ENGINE,"This engine (the Bentley Rotary), which was designed by Captain W. O. Bentley, M.B.E., and produced by Messrs. Humber, Ltd., Coventry, was used extensively towards the end of the war (1914–1918). It is a nine-cylinder rotary air-cooled engine, the cylinders of which are of aluminium shrunk on to cast-iron liners, and arranged radially round a fixed crank-shaft. Each cylinder is provided at its lower end with five shallow stiffening ribs, above which is a series of deep radiating fins. The combustion heads, which are of machined steel, are made in one piece with the induction pockets, into which steel inlet valve guides are pressed, while the exhaust valve cages, into which cast-iron valve guides are pressed, are also in one piece with the heads. The cylinders and combustion heads are attached to the crank-case by four long bolts located at the corners of each cylinder, the cooling fins being cut away to allow clearance. The pistons are of aluminium alloy, have slightly concave heads, and are provided with five very shallow cast-iron rings set in grooves near the top of the piston. Holes are drilled in the piston skirt to allow the oil from inside the piston to escape on to the cylinder walls. The connecting-rods are of tubular section steel, and, with the exception of the master-rod, are bushed with phosphor bronze at both ends. The master rod is bushed with phosphor bronze at the piston end only, its large end riding on two ball-bearings mounted on the crank-pin. Inlet and exhaust valves are both operated by overhead rocker arms and tappets, each of which is connected to a push rod by a ball joint. The cam gear comprises two internally toothed rings known as “gear rings,” within which are the corresponding externally toothed gears. These gears have 16 teeth as against 18 of the “gear rings,” and the gears are thus driven at nine-eighths of engine speed, and overtake the gear rings once in eight revolutions. Each gear has four cams, so that in eight revolutions each tappet is lifted four times, i.e., once in every two revolutions. Forced lubrication is fitted, and oil from the pump is led to an orifice in the crank-shaft, through which it is conducted by a copper pipe to a duct in the base of the rear web of the hollow crank-pin. A bye-pass at the foot of the rear crank-pin supplies oil to the thrust box. The bulk of the oil forced along the pipe inside the crank-shaft travels up the duct in the rear web to the crank-pin, where the stream diverges again into supplies for the connecting-rod assembly, the pistons and the cylinders on the one hand, and for the cam gear-box on the other hand. The Blœctube carburetter is screwed on the extreme rear end of the hollow crank-shaft, through which the explosive mixture passes to the orifice at the foot of the rear web of the crank, whence it passes into the main crank-case. It is then sucked through a ring of holes into the gas chamber, which rotates with the thrust box and through the induction pipes, into the cylinders. Ignition is provided by two M.L. magnetos of the revolving armature type, giving two sparks per revolution. The principal data of the engine are: Normal b.h.p., 150; weight (dry), 408 lb.; normal revolutions per minute, 1,250; bore, 120 mm.; stroke, 170 mm.; petrol consumption, 13 gallons per hour; oil consumption, 1.5 gallons per hour; order of firing, 1, 3, 5, 7, 9, 2, 4, 6, 8. Inlet valve opens 5 degrees before top dead centre and closes 58 degrees after bottom dead centre; exhaust valve opens 72 degrees before bottom dead centre and closes 7 degrees after top dead centre. Ignition occurs at 22.5 degrees before top dead centre.",,,"[{'name': 'Captain W. O. Bentley', 'role': 'designer'}, {'name': 'Messrs. Humber, Ltd.', 'role': 'producer'}, {'name': 'The Disposal Board, Ministry of Munitions', 'role': 'lender'}]",['Coventry'],,aluminium;cast-iron;steel;aluminium alloy;phosphor bronze;copper,120 mm.;170 mm.,This engine was used extensively towards the end of the war (1914–1918).,,1920,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['M.B.E.']}"
48,200,1920-48,Whole,N/A,H.P. B.H.P. AERO ENGINE,loaned,AERO ENGINE,"This water-cooled engine of the vertical type comprises six cylinders, cast in two blocks of three, and was made by the Siddeley Deasy Motor Co., Ltd., Coventry. Each casting forms the cylinder heads, water jackets, valve passages and inlet manifold of three cylinders, into which steel liners are fitted forming the working barrels. Near the level of the combustion chamber the jackets are divided horizontally into two portions, which are bolted together. Leakage is prevented at the base of the aluminium jacket by means of a rubber ring, pressed against a shoulder of the steel liner by a castellated ring-nut screwed into the jacket. The cylinder heads are flat, and each carries a large nickel-steel inlet valve and two smaller tungsten-steel exhaust valves, all operated by a single hollow cam-shaft, the exhaust valves being operated directly and the inlet valves through the agency of a small rocking lever. The pistons are die cast from an aluminium alloy, and each carries three cast-iron rings near the head, and a scraper ring in the skirt. High-tensile steel connecting-rods, machined to H section, connect with the six-cylinder seven-bearing type crank-shaft, the cranks of which are spaced 120 degrees apart. The crank-case is in two portions, the upper portion, which is stiffened by cross webs, is formed integral with the housings of the crank-shaft bearings, and carries the eight supporting feet of the engine, in addition to the main lubrication filter and two breathers. The lower half acts as an oil sump and a cover for the moving parts, and is furnished with sharply inclined gutters, which ensure that the filter remains constantly submerged in oil. Lubrication is by means of two pumps, driven by a vertical shaft, which operates the whole of the accessories. The upper pump draws oil from an external tank, and forces it by way of a filter into a manifold, which, by means of branch pipes, supplies oil to the journal bearings, the thrust housing, the vertical shaft, and the skew gearing operating the magnetos. Oil fed to the main crank-shaft bearings passes into the hollow journals, and by way of holes drilled in the crank-webs, to the crank pins, whence it is flung on to the cylinder walls and the little ends of the connecting-rods. From the front end of the manifold a small pipe conveys oil through the hollow cam-shaft to the cam-shaft bearings, when it is flung on to the cams, rocking levers, and valve heads. Oil which collects in the base of the chamber is drawn out by the second pump and delivered back to the oil tank. Two independent sparking plugs are fitted in each cylinder, one set being connected to a Fellows E.M. 6 type magneto, the second set being served by a small six-volt battery, through a Remy combined contact breaker and distributer mounted at the rear end of the cam-shaft housing, and a coil carried on other magneto platform. Two Zenith carburetters are fitted. The principal data of the engine are: Normal b.h.p., 246; maximum b.h.p., 255; bore, 145 mm.; stroke, 190 mm.; normal revolutions per minute, 1,400; weight (without cooling water), 625 lb.; oil consumption, 1·8 gallons per hour; petrol consumption, 17 gallons per hour; order of firing, 1, 5, 3, 6, 2, 4; valve timing, inlet valve opens 7 degrees after top dead centre and closes 43 degrees after bottom dead centre; exhaust valve opens 58 degrees before bottom dead centre and closes 12 degrees after top dead centre; ignition occurs at maximum advance, 37½ degrees before top dead centre. Inv.",,,"[{'name': 'Siddeley Deasy Motor Co., Ltd.', 'role': 'maker'}, {'name': 'The Disposal Board, Ministry of Munitions', 'role': 'donor'}]",['Coventry'],1920,aluminium; steel; rubber; nickel-steel; tungsten-steel; cast-iron,"bore, 145 mm.; stroke, 190 mm.; normal revolutions per minute, 1,400; weight (without cooling water), 625 lb.; oil consumption, 1·8 gallons per hour; petrol consumption, 17 gallons per hour","This water-cooled engine of the vertical type comprises six cylinders, cast in two blocks of three Lubrication is by means of two pumps, driven by a vertical shaft, which operates the whole of the accessories The principal data of the engine are: Normal b.h.p., 246; maximum b.h.p., 255; bore, 145 mm.; stroke, 190 mm.; normal revolutions per minute, 1,400; weight (without cooling water), 625 lb.; oil consumption, 1·8 gallons per hour; petrol consumption, 17 gallons per hour; order of firing, 1, 5, 3, 6, 2, 4; valve timing, inlet valve opens 7 degrees after top dead centre and closes 43 degrees after bottom dead centre; exhaust valve opens 58 degrees before bottom dead centre and closes 12 degrees after top dead centre; ignition occurs at maximum advance, 37½ degrees before top dead centre.",,1920,"{'count': 0, 'terms': []}","{'count': 1, 'terms': ['B.H.P.']}"
